ct_shortname,prov,citycode,ctnm,centlon,centlat,locked_down,lockdown_date,bdidx_19m20,xc_lockdown,xc_closed,daySinceFirstCase,sub_prov_ct,gdp2018,自治州-盟-地区,in_291,pdensity,gdp_p,hospital_d,popHR18_all,Log_popHR18_all,gdp_per_10k,primary_ind,second_ind,third_ind,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,non_domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,inaug_time,birthmonth,is_female,age_feb20,party_age,work_age,tenure,majorchara,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,cumulative_case,ct_shortname,log_cumulative_case
承德,河北省,130800,承德市,117.545588669,41.3437081043,0,,2.439,0.0,1.0,,0,4045897.0,False,True,96.73,4.0741,0.9732,380.0,5.940171252720432,10647.097368421053,1.0,45.97,53.03,31.22,79.0,9732.0,432.0,11.0,2.5462962962962963,1.1300000000000097,23.91,74.96,2015-10,1963-11,0,56,35.0,35.0,4,1.0,0.0,1,0,1,0,7.0,承德,1.9459101490553132
抚州,江西省,361000,抚州市,116.433278863,27.510174418800002,1,2020-02-06 00:00:00.000000000,3.6611,1.0,1.0,-13.0,0,3966520.0,False,True,212.25,3.0259,0.5528,431.0,6.0661080901037465,9203.0626450116,11.55,46.5,41.95,32.02,48.0,5528.0,994.0,47.0,4.7283702213279675,0.730000000000004,51.33,47.94,2015-4,1962-5,0,57,35.0,38.0,4,1.0,0.0,1,0,1,0,72.0,抚州,4.276666119016055
拉萨,西藏自治区,540100,拉萨市,91.10756302540001,30.0342985127,0,,2.1883,0.0,0.0,,0,2878800.0,False,True,17.96,6.4804,0.2552,54.0,3.9889840465642745,53311.111111111124,1.64,33.09,65.28,35.26,28.0,2552.0,76.0,3.0,3.947368421052632,32.49999999999999,16.62,50.88,2017-1,1967-2,0,53,28.0,32.0,3,1.0,0.0,1,0,1,0,1.0,拉萨,0.0
揭阳,广东省,445200,揭阳市,116.11655183200001,23.3377429877,0,,1.1284999999999994,0.0,0.0,,0,9403706.0,False,True,1339.69,3.3027,1.0172,703.0,6.555356891810665,13376.537695590327,4.74,59.77,35.49,182.12,50.0,10172.0,1956.0,160.0,8.1799591002045,0.4899999999999949,54.34,45.17,2019-5,1967-12,0,52,35.0,35.0,0,1.0,0.0,0,0,1,0,8.0,揭阳,2.0794415416798357
攀枝花,四川省,510400,攀枝花市,101.731355994,26.806554228699998,0,,2.4159,0.0,0.0,,0,8425681.0,False,True,149.98,8.2221,0.3966,109.0,4.6913478822291435,77299.8256880734,1.48,65.1,33.42,66.1,24.0,3966.0,324.0,6.0,1.8518518518518519,1.1199999999999974,52.43,46.45,2018-7,1963-8,0,56,34.0,38.0,1,1.0,0.0,0,0,1,0,16.0,攀枝花,2.772588722239781
新乡,河南省,410700,新乡市,114.090987425,35.2671333059,0,,3.5783000000000005,0.0,1.0,,0,8005138.0,False,True,735.06,3.7805,1.4298,647.0,6.472346294500903,12372.701700154561,0.93,42.89,56.17,55.64,115.0,14298.0,1240.0,50.0,4.032258064516129,0.07000000000000027,60.65,39.28,2017-2,1963-5,0,56,35.0,37.0,2,1.0,0.0,1,0,1,0,57.0,新乡,4.04305126783455
新余,江西省,360500,新余市,114.851113274,27.8472282167,1,2020-02-06 00:00:00.000000000,4.1467,1.0,1.0,-13.0,0,7565744.0,False,True,390.18,8.8548,0.4201,122.0,4.804021044733257,62014.295081967226,4.64,52.82,42.54,32.02,14.0,4201.0,369.0,17.0,4.607046070460704,0.2600000000000051,62.05,37.69,2016-9,1968-1,0,52,31.0,30.0,3,1.0,0.0,0,0,1,0,130.0,新余,4.867534450455582
无锡,江苏省,320200,无锡市,120.075973783,31.5267019879,1,2020-02-03 00:00:00.000000000,3.8651,0.0,1.0,-10.0,0,54652800.0,False,True,1039.55,14.1258,1.9609999999999999,493.0,6.200509174042691,110857.6064908722,0.81,41.33,57.86,39.66,166.0,19610.0,5258.0,1179.0,22.42297451502473,0.060000000000002274,64.25,35.69,2019-12,1962-10,0,57,33.0,40.0,0,1.0,0.0,0,0,1,0,55.0,无锡,4.007333185232471
日照,山东省,371100,日照市,119.133612499,35.5845070179,1,2020-02-05 00:00:00.000000000,2.4207000000000005,0.0,1.0,-12.0,0,14150500.0,False,True,552.34,6.2357,0.62,304.0,5.717027701406223,46547.69736842105,5.66,50.06,44.28,89.72,53.0,6200.0,735.0,74.0,10.068027210884352,0.1700000000000017,49.48,50.35,2019-12,1967-4,1,52,31.0,30.0,0,2.0,1.0,1,0,1,0,16.0,日照,2.772588722239781
昆明,云南省,530100,昆明市,102.87508741399999,25.3871081064,1,2020-02-05 00:00:00.000000000,2.8729000000000005,0.0,1.0,-12.0,0,38896946.0,False,True,301.86,6.4156,2.7317,563.0,6.333279628139692,69088.71403197157,1.34,38.71,59.95,30.69,308.0,27317.0,990.0,77.0,7.777777777777778,0.240000000000002,41.05,58.71,2015-7,1961-12,0,58,37.0,36.0,4,2.0,1.0,0,0,0,1,53.0,昆明,3.970291913552122
昭通,云南省,530600,昭通市,104.000965785,27.6532096423,0,,1.8989000000000005,0.0,1.0,,0,2558688.0,False,True,266.93,1.4040000000000001,0.7676,619.0,6.428105272684598,4133.583198707593,11.13,49.28,39.59,30.69,297.0,7676.0,130.0,5.0,3.8461538461538463,0.6700000000000017,23.83,75.5,2017-3,1964-6,0,55,28.0,37.0,2,1.0,0.0,1,0,1,0,25.0,昭通,3.2188758248682006
晋中,山西省,140700,晋中市,112.963001048,37.3274166452,0,,2.6614000000000004,0.0,0.0,,0,2698240.0,False,True,201.32,3.2646,0.7129,332.0,5.805134968916487,8127.22891566265,7.95,31.95,60.09,31.47,106.0,7129.0,567.0,24.0,4.232804232804233,0.3200000000000003,39.96,59.72,2019-4,1963-2,0,57,31.0,36.0,0,2.0,1.0,1,0,1,0,37.0,晋中,3.6109179126442243
晋城,山西省,140500,晋城市,112.70506013,35.6104041708,0,,3.6371,1.0,1.0,,0,2681085.0,False,True,232.36,4.5271,0.573,221.0,5.3981627015177525,12131.606334841628,0.26,30.34,69.4,31.47,83.0,5730.0,259.0,15.0,5.791505791505793,0.37999999999999545,61.67,37.95,2017-12,1964-9,0,55,22.0,37.0,2,2.0,1.0,0,0,0,1,10.0,晋城,2.302585092994046
普洱,云南省,530800,普洱市,100.721925991,23.1881429725,0,,1.9621,0.0,1.0,,0,1477545.0,False,True,55.08,2.1685,0.4215,253.0,5.53338948872752,5840.098814229249,9.76,39.75,50.49,30.69,43.0,4215.0,159.0,7.0,4.402515723270441,0.8200000000000003,36.89,62.29,2013-2,1964-4,0,55,35.0,32.0,6,1.0,0.0,1,0,1,0,4.0,普洱,1.3862943611198906
景德镇,江西省,360200,景德镇市,117.26946354799999,29.307977913600002,1,2020-02-04 00:00:00.000000000,3.388,1.0,1.0,-10.0,0,3854290.0,False,True,317.43,5.0989,0.3147,169.0,5.1298987149230735,22806.44970414201,1.4,44.54,54.06,32.02,31.0,3147.0,327.0,21.0,6.422018348623854,3.1899999999999977,45.92,50.89,2015-8,1963-6,0,56,34.0,37.0,4,1.0,0.0,1,0,1,0,6.0,景德镇,1.791759469228055
曲靖,云南省,530300,曲靖市,103.937556846,25.7040717091,0,,1.7307000000000006,0.0,1.0,,0,8096320.0,False,True,224.18,2.9266,0.9345,661.0,6.493753839851687,12248.5930408472,7.93,47.4,44.67,30.69,113.0,9345.0,638.0,10.0,1.5673981191222568,0.240000000000002,54.03,45.73,2015-10,1962-10,0,57,35.0,35.0,4,1.0,0.0,1,0,1,0,13.0,曲靖,2.5649493574615367
朔州,山西省,140600,朔州市,112.64374205799999,39.6175975691,0,,2.6028999999999995,0.0,0.0,,0,4583205.0,False,True,152.47,5.2010000000000005,0.2884,164.0,5.0998664278242005,27946.37195121952,3.39,37.42,59.19,31.47,63.0,2884.0,238.0,6.0,2.5210084033613445,0.509999999999998,42.02,57.47,2018-1,1963-8,0,56,35.0,36.0,2,1.0,0.0,1,0,0,1,8.0,朔州,2.0794415416798357
朝阳,辽宁省,211300,朝阳市,120.01174303799999,41.510894547,1,2020-02-05 00:00:00.000000000,2.3612,0.0,1.0,-12.0,0,1936827.0,False,True,173.11,2.4285,0.7464,336.0,5.817111159963202,5764.366071428572,7.47,30.65,61.88,60.3,80.0,7464.0,248.0,17.0,6.854838709677418,0.5,25.5,74.0,2014-3,1964-5,0,55,34.0,31.0,5,1.0,0.0,1,0,0,1,6.0,朝阳,1.791759469228055
本溪,辽宁省,210500,本溪市,124.565151032,41.228696323899996,1,2020-02-05 00:00:00.000000000,3.0575,1.0,1.0,-11.0,0,5590042.0,False,True,179.53,4.4745,0.3966,148.0,4.997212273764115,37770.554054054046,3.23,47.92,48.85,60.3,42.0,3966.0,179.0,22.0,12.290502793296087,0.35999999999999943,50.19,49.45,2018-8,1965-10,0,54,33.0,31.0,1,1.0,0.0,1,0,1,0,3.0,本溪,1.0986122886681098
来宾,广西壮族自治区,451300,来宾市,109.40168002200001,23.8475571416,0,,2.8262,1.0,1.0,,0,2936789.0,False,True,198.34,2.6885,0.3772,268.0,5.5909869805108565,10958.16791044776,22.33,34.75,42.91,37.35,21.0,3772.0,227.0,10.0,4.405286343612334,7.219999999999999,24.93,67.85,2016-5,1965-8,0,54,24.0,29.0,3,2.0,1.0,1,0,1,0,11.0,来宾,2.3978952727983707
杭州,浙江省,330100,杭州市,119.487609641,29.904719795100004,1,2020-02-04 00:00:00.000000000,4.110099999999999,1.0,1.0,-11.0,1,116214609.0,False,True,436.25,12.4286,4.1833,754.0,6.625392368007955,154130.78116710874,1.85,33.61,64.54,66.3,302.0,41833.0,5533.0,850.0,15.36237122718236,0.03999999999999915,48.28,51.68,2018-5,1967-9,0,52,27.0,34.0,1,1.0,0.0,1,0,1,0,169.0,杭州,5.1298987149230735
松原,吉林省,220700,松原市,124.47815457899999,44.799403768599994,0,,2.5755,1.0,1.0,,0,3913200.0,False,True,131.82,5.9413,0.5681,275.0,5.6167710976665735,14229.818181818182,2.64,43.61,53.75,44.12,51.0,5681.0,591.0,9.0,1.5228426395939088,7.8799999999999955,42.2,49.92,2019-4,1968-11,0,51,29.0,30.0,0,1.0,0.0,1,0,1,0,2.0,松原,0.6931471805599453
枣庄,山东省,370400,枣庄市,117.308971282,35.0333942977,1,2020-02-04 00:00:00.000000000,3.3465000000000003,1.0,1.0,-8.0,0,11571249.0,False,True,893.95,5.4984,0.9536,418.0,6.035481432524756,27682.413875598086,6.82,53.27,39.91,89.72,78.0,9536.0,1264.0,54.0,4.272151898734177,0.10000000000000142,56.24,43.66,2018-9,1961-1,0,59,34.0,42.0,1,1.0,0.0,1,0,1,0,24.0,枣庄,3.1780538303479458
柳州,广西壮族自治区,450200,柳州市,109.37911636700001,24.9389639498,0,,2.5202,1.0,1.0,,0,22256613.0,False,True,205.41,6.2855,1.033,387.0,5.958424693029783,57510.62790697674,2.52,57.5,39.98,37.35,65.0,10330.0,835.0,36.0,4.311377245508982,0.6899999999999977,56.85,42.46,2013-1,1959-10,0,60,31.0,42.0,7,1.0,0.0,0,0,1,0,24.0,柳州,3.1780538303479458
株洲,湖南省,430200,株洲市,113.518028625,27.1186731411,0,,2.8731,0.0,1.0,,0,11740538.0,False,True,357.52,6.2081,1.062,403.0,5.998936561946683,29132.848635235732,2.02,45.01,52.97,35.3,190.0,10620.0,1658.0,45.0,2.714113389626055,0.3500000000000014,54.9,44.75,2016-4,1962-9,0,57,28.0,36.0,3,2.0,1.0,1,0,0,1,80.0,株洲,4.382026634673881
桂林,广西壮族自治区,450300,桂林市,110.51207435100001,25.3534184282,0,,2.7381999999999995,1.0,1.0,,0,8119388.0,False,True,190.23,4.1216,1.1614,534.0,6.280395838960196,15204.846441947566,6.25,34.08,59.67,37.35,66.0,11614.0,646.0,30.0,4.643962848297214,1.0499999999999972,36.93,62.02,2013-1,1960-1,0,60,36.0,37.0,7,1.0,0.0,0,0,1,0,32.0,桂林,3.4657359027997265
梅州,广东省,441400,梅州市,116.07872349,24.2020204278,0,,2.1797,0.0,1.0,,0,4191338.0,False,True,343.89,2.4032,0.9548,550.0,6.309918278226516,7620.614545454546,12.62,42.88,44.5,182.12,42.0,9548.0,461.0,49.0,10.629067245119305,0.12000000000000455,37.48,62.4,2018-9,1965-12,0,54,34.0,28.0,1,2.0,1.0,0,0,0,1,16.0,梅州,2.772588722239781
梧州,广西壮族自治区,450400,梧州市,110.99179576600001,23.4811968469,0,,2.8464,1.0,1.0,,0,6247607.0,False,True,273.28,3.9072,0.5945,349.0,5.855071922202427,17901.452722063037,2.84,56.68,40.48,37.35,37.0,5945.0,399.0,49.0,12.280701754385964,0.3400000000000034,43.11,56.55,2018-2,1964-3,0,55,36.0,35.0,1,1.0,0.0,1,0,1,0,5.0,梧州,1.6094379124341003
榆林,陕西省,610800,榆林市,109.564304171,38.0392705269,0,,2.5581000000000005,0.0,1.0,,0,6984704.0,False,True,86.41,8.1764,0.7390000000000001,385.0,5.9532433342877855,18142.088311688312,4.14,58.87,36.99,43.47,109.0,7390.0,839.0,8.0,0.9535160905840284,0.9600000000000009,41.16,57.88,2017-4,1960-11,0,59,33.0,37.0,2,2.0,1.0,1,1,0,0,3.0,榆林,1.0986122886681098
武汉,湖北省,420100,武汉市,114.338463062,30.6262433177,1,2020-01-23 00:00:00.000000000,4.1208,1.0,1.0,1.0,1,134103400.0,False,True,967.44,11.1469,3.6266,854.0,6.74993119378857,157029.74238875878,3.04,43.71,53.25,56.66,354.0,36266.0,2633.0,334.0,12.685150018989749,0.14000000000000054,47.19,52.67,2018-3,1963-11,0,56,34.0,33.0,1,2.0,1.0,0,0,1,0,48557.0,武汉,10.790493644582789
毕节,贵州省,520500,毕节市,105.214396015,27.068179646199997,0,,1.8021000000000005,1.0,1.0,,0,3721144.0,False,True,336.7,2.4544,1.1505,923.0,6.827629234502852,4031.5752979414947,17.7,31.81,50.5,35.3,509.0,11505.0,549.0,7.0,1.275045537340619,0.35999999999999943,18.37,81.27,2016-11,1960-6,0,59,34.0,37.0,3,1.0,0.0,0,0,1,0,23.0,毕节,3.1354942159291497
永州,湖南省,431100,永州市,111.76978422,25.6929026324,0,,3.9996,0.0,1.0,,0,4708548.0,False,True,285.27,2.8744,1.2477,642.0,6.464588303689961,7334.186915887852,13.33,39.58,47.1,35.3,128.0,12477.0,955.0,57.0,5.9685863874345575,0.8900000000000006,33.72,65.39,2019-2,1968-8,0,51,32.0,28.0,0,1.0,0.0,1,0,0,1,44.0,永州,3.784189633918261
汉中,陕西省,610700,汉中市,107.10320772700001,33.0885551058,0,,2.5337000000000005,0.0,1.0,,0,4798198.0,False,True,141.31,3.3597,0.6990000000000001,382.0,5.945420608606575,12560.7277486911,8.99,50.42,40.58,43.47,80.0,6990.0,586.0,10.0,1.706484641638225,0.4599999999999938,34.99,64.55,2017-1,1963-7,0,56,35.0,36.0,3,1.0,0.0,1,0,1,0,26.0,汉中,3.258096538021482
汕头,广东省,440500,汕头市,116.55566072200001,23.330601850100003,0,,1.7697999999999998,0.0,0.0,,0,23315759.0,False,True,2501.14,3.739,0.9741,565.0,6.336825731146441,41266.830088495575,4.44,50.4,45.16,182.12,44.0,9741.0,1988.0,215.0,10.814889336016094,0.09000000000000341,58.4,41.51,2019-5,1965-11,0,54,28.0,35.0,0,2.0,1.0,0,0,0,1,25.0,汕头,3.2188758248682006
汕尾,广东省,441500,汕尾市,115.531748889,23.015272652600004,0,,1.6223999999999998,0.0,1.0,,0,2241362.0,False,True,737.92,2.7351,0.5153,363.0,5.8944028342648505,6174.550964187328,12.57,44.83,42.6,182.12,33.0,5153.0,237.0,57.0,24.050632911392412,0.6000000000000014,53.73,45.67,2020-1,1975-11,0,44,23.0,23.0,0,2.0,1.0,0,1,0,0,5.0,汕尾,1.6094379124341003
江门,广东省,440700,江门市,112.66938168,22.2812320062,0,,2.8623,1.0,1.0,,0,14192763.0,False,True,411.36,5.3374,0.9859,396.0,5.9814142112544815,35840.31060606061,3.39,49.77,46.83,182.12,44.0,9859.0,2112.0,696.0,32.95454545454545,0.10000000000000142,57.62,42.28,2016-6,1963-1,0,57,34.0,38.0,3,1.0,0.0,1,0,1,0,23.0,江门,3.1354942159291497
池州,安徽省,341700,池州市,117.367131355,30.2837565511,0,,2.6714,0.0,1.0,,0,3508409.0,False,True,192.88,4.0919,0.2932,162.0,5.087596335232384,21656.845679012345,8.73,49.57,41.7,36.14,30.0,2932.0,580.0,17.0,2.931034482758621,0.6799999999999997,36.82,62.5,2017-3,1970-5,1,49,24.0,29.0,2,2.0,1.0,1,0,0,1,17.0,池州,2.833213344056216
沈阳,辽宁省,210100,沈阳市,123.13752026899999,42.0959169631,1,2020-02-05 00:00:00.000000000,3.5595000000000003,0.0,1.0,-12.0,1,51481026.0,False,True,567.65,6.6893,2.8193,737.0,6.602587892189336,69852.13839891453,2.32,39.2,58.48,60.3,274.0,28193.0,1379.0,270.0,19.5794053662074,0.21000000000000085,39.53,60.26,2018-11,1961-7,0,58,34.0,37.0,1,2.0,1.0,0,1,0,0,28.0,沈阳,3.332204510175204
沧州,河北省,130900,沧州市,116.75107221299999,38.2657617921,1,2020-02-09 00:00:00.000000000,3.3366000000000007,0.0,1.0,-16.0,0,8667928.0,False,True,551.48,4.7425,1.9233,778.0,6.656726524178391,11141.295629820052,1.22,50.01,48.77,31.22,154.0,19233.0,2417.0,96.0,3.971865949524204,1.3300000000000125,25.07,73.6,2016-11,1965-7,0,54,35.0,30.0,3,2.0,1.0,1,0,0,1,48.0,沧州,3.871201010907891
河池,广西壮族自治区,451200,河池市,107.840063363,24.6447476102,0,,2.5165,1.0,1.0,,0,2565998.0,False,True,126.96,1.8842,0.6286,430.0,6.063785208687607,5967.437209302326,22.63,22.91,54.46,37.35,34.0,6286.0,173.0,4.0,2.312138728323699,1.7699999999999958,20.73,77.5,2015-12,1962-9,0,57,34.0,36.0,4,1.0,0.0,0,0,1,0,28.0,河池,3.332204510175204
河源,广东省,441600,河源市,114.957329511,24.042677193899998,0,,1.713,0.0,1.0,,0,3790678.0,False,True,233.81,2.9205,0.5742,373.0,5.921578419643817,10162.675603217158,0.73,54.72,44.55,182.12,52.0,5742.0,602.0,160.0,26.578073089701,0.259999999999998,47.9,51.84,2017-4,1965-1,0,55,35.0,34.0,2,2.0,1.0,0,1,0,0,4.0,河源,1.3862943611198906
泉州,福建省,350500,泉州市,118.255173398,25.211545265,1,2020-02-05 00:00:00.000000000,2.3323,0.0,0.0,-12.0,0,17587544.0,False,True,655.47,7.7784,1.5903,742.0,6.60934924316738,23702.88948787062,0.81,56.14,43.04,35.3,130.0,15903.0,4635.0,1399.0,30.18338727076591,0.2700000000000067,74.1,25.63,2018-3,1963-4,0,56,35.0,35.0,1,1.0,0.0,0,0,1,0,47.0,泉州,3.8501476017100584
泰安,山东省,370900,泰安市,117.034609887,36.0004535938,1,2020-02-05 00:00:00.000000000,3.3706000000000005,1.0,1.0,-8.0,0,11032000.0,False,True,729.19,5.9027,1.3535,571.0,6.3473892096560105,19320.49036777583,6.15,42.7,51.15,89.72,103.0,13535.0,1402.0,56.0,3.9942938659058487,0.3200000000000003,57.14,42.54,2018-5,1961-5,0,58,37.0,34.0,1,1.0,0.0,1,0,1,0,35.0,泰安,3.5553480614894135
泰州,江苏省,321200,泰州市,120.05511375200001,32.5713071429,0,,3.1538,1.0,1.0,,0,19948100.0,False,True,877.83,8.833,1.16,505.0,6.22455842927536,39501.18811881188,3.33,50.51,46.15,39.66,71.0,11600.0,2992.0,309.0,10.327540106951874,0.15000000000000213,77.61,22.24,2019-10,1963-10,0,56,29.0,35.0,0,1.0,0.0,0,0,0,1,37.0,泰州,3.6109179126442243
泸州,四川省,510500,泸州市,105.667410089,28.4401238568,0,,2.7315,1.0,1.0,,0,8407557.0,False,True,413.53,3.4497,0.9237,510.0,6.23441072571837,16485.40588235294,6.35,57.72,35.93,66.1,140.0,9237.0,662.0,16.0,2.416918429003021,0.1600000000000037,42.76,57.08,2018-10,1965-8,0,54,34.0,36.0,1,1.0,0.0,1,0,1,0,24.0,泸州,3.1780538303479458
洛阳,河南省,410300,洛阳市,112.025177363,34.2868088735,0,,3.4553000000000003,0.0,0.0,,0,16555755.0,False,True,477.82,5.641,1.7586,737.0,6.602587892189336,22463.71099050204,1.07,37.74,61.18,55.64,142.0,17586.0,1975.0,47.0,2.3797468354430378,0.13000000000000256,48.72,51.15,2017-1,1963-9,0,56,36.0,39.0,3,2.0,1.0,1,0,0,1,31.0,洛阳,3.4339872044851463
济南,山东省,370100,济南市,117.084541139,36.7333814164,1,2020-02-05 00:00:00.000000000,3.2639,0.0,1.0,-12.0,1,63890455.0,False,True,782.7,9.0999,2.9035,644.0,6.467698726104354,99208.78105590065,2.85,33.83,63.31,89.72,238.0,29035.0,2051.0,146.0,7.11847879083374,0.03999999999999915,41.12,58.84,2018-5,1962-8,0,57,35.0,35.0,1,1.0,0.0,1,0,0,1,47.0,济南,3.8501476017100584
济宁,山东省,370800,济宁市,116.674263144,35.3794964496,1,2020-02-03 00:00:00.000000000,3.5437,1.0,1.0,-10.0,0,17934002.0,False,True,766.51,5.1662,2.1605,883.0,6.78332520060396,20310.3080407701,5.44,49.48,45.08,89.72,164.0,21605.0,2733.0,116.0,4.24442005122576,0.10000000000000142,57.48,42.42,2018-4,1964-11,0,55,28.0,34.0,1,2.0,1.0,1,0,1,0,258.0,济宁,5.552959584921617
海口,海南省,460100,海口市,110.425848711,19.8312942996,0,,3.3426,0.0,1.0,,0,13905779.0,False,True,716.15,5.6315,1.2417,171.0,5.14166355650266,81320.34502923976,4.49,18.14,77.37,32.74,123.0,12417.0,151.0,37.0,24.503311258278146,7.060000000000002,18.95,73.99,2019-12,1965-11,0,54,26.0,31.0,0,2.0,1.0,0,0,1,0,39.0,海口,3.6635616461296463
淄博,山东省,370300,淄博市,118.00936749600001,36.5929939236,0,,3.1681,0.0,1.0,,0,36697027.0,False,True,720.87,9.4587,1.4452,433.0,6.07073772800249,84750.63972286374,1.93,51.99,46.08,89.72,157.0,14452.0,2624.0,145.0,5.525914634146342,0.0899999999999963,64.53,35.38,2019-8,1969-5,0,50,27.0,29.0,0,1.0,0.0,1,0,0,1,30.0,淄博,3.4011973816621555
淮北,安徽省,340600,淮北市,116.737133286,33.721360576900004,1,2020-02-09 00:00:00.000000000,3.3900999999999994,1.0,1.0,-14.0,0,6229180.0,False,True,791.68,3.6427,0.4524,217.0,5.37989735354046,28705.898617511517,3.44,58.86,37.7,36.14,69.0,4524.0,738.0,18.0,2.4390243902439024,0.0,63.08,36.92,2016-8,1965-2,0,54,33.0,36.0,3,1.0,0.0,1,0,1,0,27.0,淮北,3.295836866004329
淮南,安徽省,340400,淮南市,116.732615243,32.756889309,0,,2.6083000000000003,1.0,1.0,,0,6293324.0,False,True,952.01,2.799,0.6201,390.0,5.966146739123692,16136.728205128204,6.76,45.17,48.07,36.14,72.0,6201.0,610.0,21.0,3.4426229508196724,1.8699999999999968,48.27,49.86,2014-8,1961-6,0,58,36.0,36.0,5,1.0,0.0,1,0,1,0,27.0,淮南,3.295836866004329
淮安,江苏省,320800,淮安市,118.963188538,33.3567090043,0,,3.3273,0.0,1.0,,0,22359500.0,False,True,562.31,6.2446,1.27,561.0,6.329720905522696,39856.50623885918,8.45,43.9,47.65,39.66,59.0,12700.0,2175.0,190.0,8.735632183908045,0.6799999999999997,63.42,35.9,2019-12,1971-10,1,48,27.0,25.0,0,1.0,0.0,1,0,0,1,66.0,淮安,4.189654742026425
深圳,广东省,440300,深圳市,114.135194529,22.6547009192,1,2020-02-08 00:00:00.000000000,3.5206,0.0,1.0,-15.0,1,224900586.0,False,True,1777.67,16.7411,3.3299,435.0,6.075346031088682,517012.8413793104,0.09,41.44,58.47,182.12,135.0,33299.0,7943.0,2437.0,30.681102857862268,0.02000000000000313,57.58,42.4,2017-4,1962-3,0,57,36.0,32.0,2,1.0,0.0,0,0,0,1,417.0,深圳,6.0330862217988015
清远,广东省,441800,清远市,112.873709368,24.3123195804,0,,2.3446,0.0,1.0,,0,7754930.0,False,True,220.11,3.6136,0.7493,437.0,6.07993319509559,17745.8352402746,8.34,36.79,54.87,182.12,57.0,7493.0,644.0,166.0,25.77639751552795,0.4199999999999946,46.88,52.7,2018-3,1960-9,0,59,35.0,39.0,1,1.0,0.0,1,0,1,0,12.0,清远,2.4849066497880004
