,locked_on_date,bdidx_avgdiff_holiday,bdidx_avgdiff_date,popHR18_all,case_on_date,gdp2018,case_per_10k,second_ind,third_ind,sub_prov_ct,age_feb20,tenure,prov_leader_rank,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,num_hospital_total,num_doctors_total,num_firm_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,is_STEM_major,is_BA,is_MA,is_PhD,is_female,rule_in_native_prov,party_age,work_age
97,1,2.2651729729729726,1.7604891891891885,597.0,157.0,62826874.0,0.2629815745393635,49.53,48.97,1,58,2,66.3,1,0,0,0,154.0,24268.0,7500.0,19.573333333333334,0.019999999999996017,61.02,38.96,0.0,0,1,0,0,0,34.0,37.0
98,1,2.4254891891891908,2.8663270270270282,961.0,139.0,3668609.0,0.14464099895941726,46.95,45.74,0,54,2,55.64,0,0,1,0,79.0,12896.0,1715.0,1.6909620991253644,0.8699999999999974,44.74,54.39,0.0,0,1,0,0,1,34.0,30.0
100,0,1.52171891891892,1.220489189189189,97.0,10.0,9165154.0,0.10309278350515463,34.21,58.13,0,56,2,66.3,1,0,0,0,30.0,3581.0,351.0,6.552706552706553,0.039999999999992035,33.2,66.76,0.0,1,0,0,0,1,33.0,38.0
101,0,2.640437837837836,2.686799999999999,647.0,57.0,8005138.0,0.08809891808346214,42.89,56.17,0,56,2,55.64,0,0,1,0,115.0,14298.0,1240.0,4.032258064516129,0.07000000000000027,60.65,39.28,0.0,0,1,0,0,1,35.0,37.0
102,0,2.195956756756758,2.7741324324324332,1258.0,76.0,2360046.0,0.06041335453100159,49.87,46.49,0,56,2,55.64,0,0,1,0,140.0,16413.0,1274.0,1.7268445839874411,0.17999999999999972,48.39,51.43,0.0,0,1,0,0,1,35.0,24.0
104,0,1.732981081081081,1.7526594594594609,465.0,41.0,7093733.0,0.08817204301075268,38.92,54.07,0,58,2,31.22,0,1,0,0,100.0,9401.0,446.0,6.95067264573991,0.5500000000000114,21.88,77.57,0.0,0,0,1,0,1,37.0,39.0
106,0,2.3056216216216217,2.295408108108108,273.0,26.0,22907157.0,0.09523809523809523,62.09,35.51,0,56,2,31.47,0,0,1,0,113.0,9926.0,419.0,3.818615751789976,0.5700000000000003,49.62,49.81,1.0,0,0,1,0,1,33.0,30.0
107,0,1.5030567567567563,1.7124486486486483,162.0,17.0,3508409.0,0.10493827160493827,49.57,41.7,0,49,2,36.14,0,1,0,0,30.0,2932.0,580.0,2.931034482758621,0.6799999999999997,36.82,62.5,1.0,0,0,1,1,1,24.0,29.0
108,0,1.0258108108108122,1.2227594594594595,839.0,22.0,12740693.0,0.026221692491060787,45.22,49.4,0,51,2,182.12,1,0,0,0,103.0,12810.0,866.0,8.775981524249422,2.8300000000000054,36.69,60.48,0.0,0,0,1,0,1,31.0,29.0
109,0,2.1759729729729718,1.953648648648647,1435.0,143.0,110100047.0,0.09965156794425087,43.92,54.56,1,53,2,66.1,0,1,0,0,888.0,58159.0,3631.0,8.620214816854862,0.6300000000000097,34.01,65.36,0.0,0,1,0,0,0,34.0,35.0
110,0,0.2916945945945937,0.7650135135135123,619.0,25.0,2558688.0,0.04038772213247173,49.28,39.59,0,55,2,30.69,0,1,0,0,297.0,7676.0,130.0,3.8461538461538463,0.6700000000000017,23.83,75.5,0.0,0,1,0,0,1,28.0,37.0
111,0,2.7396135135135142,2.558697297297297,223.0,23.0,27075290.0,0.1031390134529148,30.24,69.11,0,55,2,73.45,0,0,1,0,127.0,14482.0,360.0,4.4444444444444455,1.3500000000000083,31.77,66.88,0.0,0,1,0,0,0,35.0,34.0
112,0,2.8689054054054064,2.716078378378379,31.0,0.0,7445034.0,0.0,70.34,28.99,0,56,2,73.45,0,0,1,0,5.0,2480.0,87.0,2.2988505747126435,0.059999999999995175,58.81,41.13,0.0,1,0,0,0,0,25.0,33.0
113,0,1.8823432432432432,1.8299108108108115,388.0,34.0,19018514.0,0.08762886597938144,55.94,42.62,0,51,2,36.14,0,1,0,0,83.0,8702.0,1962.0,6.422018348623854,0.07000000000000027,53.2,46.73,0.0,0,1,0,0,1,33.0,33.0
114,0,1.109159459459459,1.2092540540540542,373.0,4.0,3790678.0,0.010723860589812333,54.72,44.55,0,55,2,182.12,1,0,0,0,52.0,5742.0,602.0,26.578073089701,0.259999999999998,47.9,51.84,1.0,1,0,0,0,0,35.0,34.0
115,0,1.4209459459459457,1.8220621621621609,411.0,8.0,5918520.0,0.019464720194647202,36.31,42.96,0,57,2,37.35,0,1,0,0,22.0,5316.0,326.0,7.975460122699388,0.9181969999999992,42.904841,56.176961999999996,0.0,0,1,0,1,0,32.0,37.0
116,0,0.654672972972973,0.4928621621621616,76.0,0.0,563394.0,0.0,44.22,48.89,0,52,2,35.26,0,0,0,0,28.0,836.0,4.0,25.0,1.0500000000000114,12.63,86.32,0.0,0,1,0,0,1,27.0,30.0
117,0,1.5933027027027031,1.5497108108108095,385.0,3.0,6984704.0,0.007792207792207792,58.87,36.99,0,59,2,43.47,0,0,1,0,109.0,7390.0,839.0,0.9535160905840284,0.9600000000000009,41.16,57.88,1.0,1,0,0,0,1,33.0,37.0
118,0,1.6075027027027042,1.6837999999999995,182.0,4.0,2679410.0,0.02197802197802198,49.89,46.84,0,53,2,31.0,0,0,1,0,102.0,3341.0,137.0,4.37956204379562,1.2399999999999949,43.95,54.81,0.0,0,1,0,1,0,28.0,35.0
119,0,1.281075675675675,1.3999810810810809,190.0,0.0,2722793.0,0.0,31.62,46.94,0,48,2,31.0,0,0,1,0,12.0,3695.0,219.0,1.8264840182648399,2.1599999999999966,32.37,65.47,0.0,0,1,0,0,1,26.0,28.0
120,0,2.5452351351351346,2.4159675675675683,64.0,3.0,854603.0,0.046875,24.09,51.84,0,52,2,73.45,0,0,1,0,22.0,1590.0,135.0,1.4814814814814816,0.7800000000000011,31.74,67.48,0.0,0,1,0,0,0,31.0,29.0
121,1,1.6902405405405398,1.505851351351351,595.0,19.0,53917639.0,0.031932773109243695,38.42,58.65,1,51,2,60.3,0,0,1,0,153.0,20301.0,1683.0,34.818775995246575,0.5899999999999963,40.49,58.92,0.0,0,1,0,0,0,29.0,29.0
122,1,1.9279891891891887,1.5055459459459457,435.0,417.0,224900586.0,0.9586206896551724,41.44,58.47,1,57,2,182.12,1,0,0,0,135.0,33299.0,7943.0,30.681102857862268,0.02000000000000313,57.58,42.4,0.0,0,0,1,0,0,36.0,32.0
123,1,2.2911675675675682,2.2864891891891914,143.0,28.0,1895152.0,0.1958041958041958,61.99,28.69,0,56,2,30.69,0,0,1,0,50.0,2647.0,357.0,1.1204481792717087,2.5000000000000067,34.63,62.87,1.0,0,1,0,0,0,32.0,32.0
124,0,1.3477810810810815,1.351394594594594,123.0,7.0,1242906.0,0.056910569105691054,31.19,64.29,0,54,2,30.69,0,1,0,0,30.0,2085.0,78.0,2.564102564102564,0.5499999999999972,16.75,82.7,0.0,1,0,0,0,1,29.0,32.0
125,0,1.5558270270270276,1.618581081081082,131.0,2.0,1646975.0,0.015267175572519083,23.36,61.95,0,57,2,31.0,0,0,1,0,53.0,3308.0,224.0,1.7857142857142856,2.3500000000000085,25.85,71.8,0.0,0,1,0,0,1,35.0,31.0
126,0,1.5128243243243238,1.6553513513513518,234.0,9.0,1286773.0,0.038461538461538464,23.72,69.62,0,57,2,31.0,0,0,1,0,149.0,4594.0,66.0,0.0,1.7800000000000011,37.67,60.55,1.0,0,0,1,0,1,33.0,36.0
127,0,1.2864810810810812,1.4636,303.0,9.0,767389.0,0.0297029702970297,29.63,57.68,0,56,2,31.0,0,0,1,0,47.0,4783.0,153.0,0.6535947712418301,0.8200000000000074,24.3,74.88,0.0,1,0,0,0,0,25.0,36.0
128,1,2.067621621621623,2.109194594594594,460.0,9.0,6113256.0,0.01956521739130435,37.95,51.12,0,57,2,35.79,0,0,1,0,98.0,11601.0,359.0,2.2284122562674096,4.739999999999995,29.21,66.05,0.0,0,1,0,0,1,32.0,35.0
129,1,2.724791891891892,2.6912837837837835,174.0,8.0,2421916.0,0.04597701149425287,35.6,46.93,0,51,2,35.79,0,0,1,0,53.0,4956.0,223.0,4.932735426008969,12.399999999999993,16.12,71.48,0.0,0,1,0,0,1,26.0,33.0
130,1,2.6297648648648657,2.541170270270272,955.0,198.0,47127585.0,0.20732984293193718,29.93,64.24,1,57,2,31.47,0,0,1,0,310.0,22000.0,1275.0,5.96078431372549,2.5600000000000023,30.49,66.95,1.0,0,1,0,0,1,35.0,32.0
131,0,0.28004324324324426,0.9177459459459464,376.0,24.0,2169990.0,0.06382978723404255,43.56,41.97,0,52,2,66.1,0,1,0,0,75.0,6607.0,290.0,0.6896551724137931,0.490000000000002,54.47,45.04,1.0,0,0,1,0,1,26.0,29.0
132,0,0.6228405405405408,0.6230972972972979,35.0,0.0,493693.0,0.0,23.37,74.38,0,56,2,35.26,0,0,0,0,17.0,1701.0,15.0,0.0,0.20000000000000284,14.06,85.74,0.0,0,1,0,0,0,29.0,34.0
133,0,1.9238729729729744,1.9757972972972968,381.0,13.0,10803650.0,0.03412073490813648,66.26,30.68,0,54,2,43.47,0,0,1,0,105.0,9858.0,730.0,2.054794520547945,0.6099999999999994,50.46,48.93,0.0,0,1,0,0,1,33.0,33.0
134,0,1.8344783783783805,1.9597972972972983,151.0,5.0,1176599.0,0.033112582781456956,27.41,59.81,0,52,2,30.69,0,0,1,0,13.0,2513.0,50.0,0.0,1.8400000000000036,13.29,84.87,0.0,0,1,0,0,1,31.0,30.0
135,0,2.0740999999999987,2.094864864864864,122.0,4.0,1716928.0,0.03278688524590164,38.66,47.82,0,54,2,30.69,0,0,1,0,28.0,1866.0,133.0,3.0075187969924815,4.159999999999997,19.34,76.5,0.0,0,1,0,0,0,34.0,33.0
136,0,2.2756135135135143,2.072843243243243,369.0,20.0,31483179.0,0.05420054200542006,36.52,62.93,0,56,2,31.47,0,0,1,0,175.0,21476.0,376.0,5.319148936170213,0.1699999999999946,46.95,52.88,1.0,0,1,0,0,1,33.0,33.0
137,1,2.3477648648648644,2.129578378378377,189.0,34.0,11039244.0,0.17989417989417988,35.85,62.52,0,59,2,30.69,0,0,1,0,70.0,8990.0,463.0,5.183585313174946,1.4199999999999946,39.06,59.52,1.0,0,1,0,0,0,33.0,37.0
138,1,1.6211216216216222,1.4372783783783791,693.0,72.0,43005530.0,0.1038961038961039,36.69,61.92,0,58,2,35.3,0,1,0,0,116.0,20417.0,2213.0,25.21464075915048,0.17999999999999972,56.87,42.95,1.0,1,0,0,0,0,36.0,36.0
139,0,1.536978378378378,1.6863324324324322,454.0,13.0,4329164.0,0.028634361233480177,65.72,29.68,0,55,2,36.14,0,1,0,0,64.0,6625.0,1621.0,5.67550894509562,2.1099999999999994,44.86,53.03,0.0,0,1,0,0,1,35.0,34.0
140,0,1.919202702702704,1.6923486486486483,709.0,242.0,63903360.0,0.34132581100141046,35.39,63.69,0,56,2,35.3,1,0,0,0,287.0,29265.0,2886.0,4.885654885654887,0.12000000000000455,46.23,53.65,0.0,0,1,0,0,1,34.0,36.0
141,0,1.7746027027027012,2.045278378378377,606.0,82.0,16105239.0,0.1353135313531353,47.57,48.63,0,53,2,35.3,1,0,0,0,85.0,15367.0,1165.0,3.3476394849785414,0.12999999999999545,42.34,57.53,0.0,0,1,0,0,1,28.0,30.0
142,0,1.4276567567567569,1.5157675675675697,345.0,8.0,5546799.0,0.02318840579710145,47.15,41.55,0,57,2,66.1,0,1,0,0,91.0,6163.0,584.0,3.595890410958904,0.3100000000000023,43.57,56.12,0.0,0,0,1,0,0,29.0,35.0
143,1,2.189032432432433,1.931648648648649,681.0,93.0,117151000.0,0.13656387665198239,38.03,59.73,1,57,2,39.66,0,0,1,0,220.0,28100.0,2348.0,22.657580919931856,0.060000000000002274,44.32,55.62,0.0,1,0,0,0,1,34.0,34.0
144,0,1.4960486486486486,1.5566216216216215,172.0,0.0,1653467.0,0.0,46.85,42.94,0,56,2,35.9,0,0,0,1,53.0,1863.0,86.0,2.3255813953488373,3.1500000000000057,18.83,78.02,0.0,0,1,0,0,1,34.0,34.0
145,0,2.007737837837837,2.0544000000000007,454.0,8.0,5534965.0,0.01762114537444934,48.02,47.99,0,56,2,31.22,0,1,0,0,126.0,11010.0,1166.0,3.2590051457975986,0.519999999999996,21.46,78.02,0.0,0,1,0,0,1,34.0,33.0
146,0,2.5680351351351347,2.6776162162162156,267.0,35.0,7027980.0,0.13108614232209737,61.45,31.5,0,51,2,55.64,0,0,1,0,47.0,5228.0,585.0,2.7350427350427347,0.009999999999998009,63.22,36.77,0.0,0,1,0,0,1,24.0,28.0
147,0,1.0119108108108097,0.9036702702702696,21.0,0.0,2996200.0,0.0,61.1,37.6,0,57,2,31.0,0,0,1,0,10.0,864.0,48.0,0.0,10.11,57.34,32.55,0.0,1,0,0,0,1,34.0,35.0
148,0,1.3705999999999996,1.3179729729729743,99.0,0.0,1687479.0,0.0,25.71,62.24,0,57,2,31.0,0,0,1,0,36.0,3430.0,192.0,6.770833333333332,5.239999999999995,33.95,60.81,0.0,1,0,0,0,1,32.0,36.0
149,0,1.5793459459459471,1.6093081081081078,164.0,8.0,4583205.0,0.04878048780487805,37.42,59.19,0,56,2,31.47,0,0,1,0,63.0,2884.0,238.0,2.5210084033613445,0.509999999999998,42.02,57.47,0.0,0,0,1,0,1,35.0,36.0
150,0,2.4768513513513524,2.576570270270269,508.0,39.0,7495540.0,0.07677165354330709,56.05,40.75,0,56,1,55.64,0,0,1,0,101.0,9884.0,1574.0,1.3341804320203303,0.010000000000005116,58.91,41.08,0.0,1,0,0,0,1,35.0,35.0
151,0,0.9383513513513502,1.0269378378378389,297.0,14.0,7094626.0,0.04713804713804714,40.6,45.71,0,57,1,182.12,1,0,0,0,51.0,5201.0,545.0,14.12844036697248,1.759999999999998,45.74,52.5,0.0,0,1,0,0,0,34.0,37.0
152,0,1.4240189189189199,1.7007405405405418,510.0,24.0,8407557.0,0.047058823529411764,57.72,35.93,0,54,1,66.1,0,1,0,0,140.0,9237.0,662.0,2.416918429003021,0.1600000000000037,42.76,57.08,0.0,0,1,0,0,1,34.0,36.0
153,0,1.8208405405405403,1.7832945945945933,74.0,1.0,3771905.0,0.013513513513513514,62.41,35.71,0,57,1,30.69,0,0,1,0,35.0,2171.0,217.0,3.6866359447004617,0.7000000000000028,46.07,53.23,0.0,1,0,0,0,1,34.0,35.0
154,1,1.4579189189189181,1.4139891891891905,344.0,4.0,8640987.0,0.011627906976744186,50.31,48.96,0,57,1,60.3,0,0,1,0,104.0,6680.0,561.0,8.19964349376114,0.37999999999999545,48.88,50.74,0.0,1,0,0,0,0,35.0,36.0
155,0,1.7838432432432418,1.7169405405405391,59.0,54.0,5298048.0,0.9152542372881356,19.98,67.63,0,52,1,32.74,0,0,1,0,11.0,2219.0,21.0,23.809523809523807,2.7899999999999916,8.12,89.09,0.0,0,1,0,0,0,15.0,28.0
156,0,2.7322135135135137,2.6254918918918926,56.0,0.0,3591681.0,0.0,54.57,37.73,0,52,1,73.45,0,0,1,0,34.0,2238.0,198.0,2.525252525252525,10.4,29.37,60.23,1.0,1,0,0,0,0,22.0,31.0
157,1,1.9704972972972965,1.792402702702702,737.0,28.0,51481026.0,0.037991858887381276,39.2,58.48,1,58,1,60.3,0,0,1,0,274.0,28193.0,1379.0,19.5794053662074,0.21000000000000085,39.53,60.26,1.0,1,0,0,0,0,34.0,37.0
158,0,1.593800000000002,1.5967891891891894,118.0,7.0,4251037.0,0.059322033898305086,59.35,40.17,0,55,1,44.12,0,0,1,0,21.0,2808.0,305.0,1.9672131147540983,1.8000000000000045,54.83,43.37,1.0,1,0,0,0,1,33.0,32.0
160,0,1.7146459459459464,1.7941945945945958,116.0,1.0,1650320.0,0.008620689655172414,25.26,42.21,0,57,1,31.47,0,0,1,0,40.0,2684.0,97.0,7.216494845360824,53.50000000000001,12.74,33.76,0.0,0,1,0,0,1,34.0,39.0
161,0,2.2642729729729716,2.134094594594595,908.0,44.0,17510000.0,0.048458149779735685,47.97,49.17,0,56,1,89.72,0,1,0,0,188.0,25432.0,3496.0,7.780320366132723,0.09999999999999433,50.63,49.27,1.0,0,1,0,0,1,33.0,35.0
162,0,1.107240540540539,1.2011918918918911,335.0,10.0,6383211.0,0.029850746268656716,36.76,59.3,0,54,1,182.12,1,0,0,0,54.0,5079.0,536.0,13.059701492537313,0.4699999999999989,46.86,52.67,0.0,0,0,1,0,0,33.0,32.0
163,0,2.1591648648648647,2.257640540540539,533.0,48.0,14478400.0,0.0900562851782364,44.4,47.07,0,56,1,39.66,0,0,1,0,80.0,11500.0,1504.0,9.773936170212766,1.4600000000000009,42.88,55.66,0.0,1,0,0,0,1,35.0,36.0
164,0,1.8557594594594595,1.4864108108108112,266.0,10.0,10857320.0,0.03759398496240601,45.04,50.75,0,54,1,66.3,1,0,0,0,58.0,8080.0,2945.0,12.835314091680814,0.05000000000000426,64.55,35.4,0.0,0,1,0,0,1,31.0,36.0
165,0,2.038764864864865,1.6679108108108092,446.0,42.0,29516779.0,0.09417040358744394,47.84,48.95,0,57,1,66.3,1,0,0,0,76.0,15195.0,4494.0,13.084112149532707,0.010000000000001565,78.58,21.41,0.0,1,0,0,0,1,36.0,36.0
166,0,0.8466297297297298,0.5453162162162155,486.0,55.0,7413927.0,0.11316872427983539,34.49,60.98,0,55,1,66.3,1,0,0,0,131.0,16372.0,3691.0,4.930913031698727,0.02999999999999403,57.38,42.59,0.0,0,1,0,0,1,28.0,33.0
167,0,0.7421243243243252,0.7699378378378379,258.0,14.0,6022312.0,0.05426356589147287,46.45,48.51,0,51,1,66.3,1,0,0,0,75.0,6930.0,842.0,5.463182897862233,0.10999999999999943,39.26,60.63,0.0,0,1,0,0,1,31.0,29.0
168,0,1.1241027027027042,1.462708108108108,349.0,5.0,6247607.0,0.014326647564469915,56.68,40.48,0,55,1,37.35,0,1,0,0,37.0,5945.0,399.0,12.280701754385964,0.3400000000000034,43.11,56.55,0.0,0,1,0,0,1,36.0,35.0
169,0,1.6040837837837842,1.94384864864865,724.0,11.0,4928736.0,0.015193370165745856,38.18,53.58,0,55,1,37.35,0,1,0,0,47.0,9116.0,549.0,9.836065573770492,2.2900000000000063,33.32,64.39,0.0,0,1,0,0,1,34.0,32.0
170,0,1.962943243243244,1.9449486486486482,338.0,8.0,3909537.0,0.023668639053254437,37.9,61.19,0,51,1,31.47,0,0,1,0,114.0,8252.0,353.0,2.8328611898017,0.3199999999999932,51.84,47.84,0.0,1,0,0,0,0,33.0,29.0
171,1,1.6348837837837844,1.5994810810810811,130.0,11.0,9736271.0,0.08461538461538462,47.38,45.04,0,56,1,60.3,0,0,1,0,62.0,4058.0,250.0,8.0,38.48,37.3,24.22,0.0,0,1,0,0,1,35.0,33.0
172,0,1.3533864864864875,1.3410459459459454,415.0,5.0,13344871.0,0.012048192771084338,35.32,61.18,0,53,1,44.12,0,0,1,0,148.0,12862.0,1076.0,2.3234200743494418,2.5400000000000063,40.8,56.66,0.0,0,1,0,0,1,29.0,31.0
173,0,2.409837837837838,2.4665405405405405,94.0,52.0,1213525.0,0.5531914893617021,28.57,68.33,0,56,1,31.47,0,0,1,0,54.0,1972.0,144.0,3.4722222222222223,4.5800000000000125,29.79,65.63,0.0,0,1,0,0,1,31.0,33.0
174,1,1.5813567567567568,1.5463216216216218,98.0,19.0,5657685.0,0.19387755102040816,60.2,31.15,0,56,1,37.35,0,1,0,0,14.0,2042.0,151.0,11.258278145695362,11.72,23.05,65.23,0.0,0,1,0,0,0,32.0,35.0
175,0,1.6819243243243238,1.364451351351352,119.0,98.0,26751795.0,0.8235294117647058,48.12,50.06,0,54,1,182.12,1,0,0,0,43.0,6427.0,1163.0,42.21840068787618,0.8499999999999943,59.09,40.06,0.0,0,1,0,0,0,33.0,30.0
176,0,1.2026918918918923,1.2510675675675678,437.0,12.0,7754930.0,0.02745995423340961,36.79,54.87,0,59,1,182.12,1,0,0,0,57.0,7493.0,644.0,25.77639751552795,0.4199999999999946,46.88,52.7,0.0,0,1,0,0,1,35.0,39.0
177,0,1.4406972972972971,0.9956945945945944,211.0,99.0,82785900.0,0.46919431279620855,48.6,51.1,0,57,1,182.12,1,0,0,0,97.0,17506.0,7669.0,40.93102099361064,0.010000000000001565,81.08,18.91,0.0,0,1,0,0,1,35.0,38.0
178,1,1.5862135135135134,1.5771783783783777,260.0,7.0,3047356.0,0.026923076923076925,46.24,50.87,0,54,1,35.79,0,0,1,0,219.0,9623.0,160.0,7.5,26.139999999999993,20.65,53.21,0.0,1,0,0,0,1,27.0,32.0
179,1,1.2438000000000002,1.1141702702702712,742.0,47.0,17587544.0,0.06334231805929919,56.14,43.04,0,56,1,35.3,0,1,0,0,130.0,15903.0,4635.0,30.18338727076591,0.2700000000000067,74.1,25.63,0.0,0,1,0,0,0,35.0,35.0
180,1,2.191483783783785,2.532781081081082,520.0,118.0,10076908.0,0.22692307692307692,41.66,56.03,0,56,1,32.02,0,1,0,0,62.0,10027.0,1607.0,6.845052893590544,1.6000000000000014,47.67,50.73,0.0,0,1,0,0,1,34.0,33.0
181,1,1.7916756756756749,2.042016216216216,128.0,18.0,2307944.0,0.140625,44.98,54.16,0,57,1,32.02,0,1,0,0,35.0,2586.0,276.0,5.0724637681159415,0.19000000000000486,60.98,38.83,0.0,0,1,0,0,1,34.0,38.0
182,0,1.153135135135135,1.2329756756756756,826.0,27.0,20373200.0,0.03268765133171913,48.65,43.05,0,58,1,39.66,0,0,1,0,163.0,18200.0,2879.0,11.879124696075024,1.8400000000000036,60.87,37.29,1.0,1,0,0,0,0,34.0,37.0
183,0,1.8375405405405405,1.9508162162162148,591.0,13.0,9464340.0,0.021996615905245348,49.5,43.18,0,56,1,39.66,0,0,1,0,232.0,11500.0,1747.0,6.067544361763022,0.10999999999999943,61.6,38.29,0.0,0,1,0,0,1,32.0,35.0
184,0,1.0245297297297298,1.0399459459459457,351.0,26.0,3906094.0,0.07407407407407407,51.17,38.92,0,52,1,35.3,0,1,0,0,44.0,5455.0,1086.0,2.117863720073665,0.4299999999999997,47.07,52.5,0.0,0,1,0,0,1,28.0,30.0
185,0,2.1317945945945938,1.967208108108108,654.0,47.0,32506652.0,0.07186544342507645,50.17,47.12,0,56,1,89.72,0,1,0,0,196.0,18097.0,2377.0,23.517038283550697,0.03999999999999915,54.51,45.45,0.0,0,1,0,0,1,34.0,35.0
186,0,1.7112729729729732,1.6993486486486489,83.0,8.0,3105440.0,0.0963855421686747,50.95,43.23,0,57,1,43.47,0,0,1,0,47.0,2505.0,212.0,1.4150943396226416,0.14999999999999858,44.24,55.61,0.0,1,0,0,0,1,33.0,38.0
187,1,2.291859459459459,2.3474405405405414,1039.0,79.0,33978846.0,0.07603464870067372,43.2,53.26,0,57,1,39.66,0,0,1,0,135.0,22900.0,2412.0,6.509121061359867,1.3500000000000014,55.42,43.23,0.0,1,0,0,0,1,35.0,34.0
188,1,2.4821675675675685,2.5298432432432425,883.0,258.0,17934002.0,0.29218573046432617,49.48,45.08,0,55,1,89.72,0,1,0,0,164.0,21605.0,2733.0,4.24442005122576,0.10000000000000142,57.48,42.42,1.0,0,1,0,0,1,28.0,34.0
189,0,1.7312270270270258,1.5134486486486491,408.0,36.0,26760750.0,0.08823529411764706,35.2,62.99,0,56,1,35.3,0,1,0,0,185.0,16858.0,747.0,4.28380187416332,0.13000000000000256,49.94,49.93,0.0,0,1,0,0,0,34.0,36.0
190,1,2.458981081081082,2.059378378378379,754.0,169.0,116214609.0,0.22413793103448276,33.61,64.54,1,52,1,66.3,1,0,0,0,302.0,41833.0,5533.0,15.36237122718236,0.03999999999999915,48.28,51.68,0.0,0,1,0,0,1,27.0,34.0
191,1,2.3348783783783778,1.9386756756756762,825.0,504.0,21810810.0,0.610909090909091,40.44,58.76,0,53,1,66.3,1,0,0,0,142.0,26674.0,4582.0,2.902662592754256,0.060000000000002274,58.48,41.46,0.0,0,1,0,0,1,34.0,33.0
192,1,1.1842783783783783,1.0591675675675676,195.0,0.0,26365857.0,0.0,63.3,34.7,0,56,1,89.72,0,1,0,0,76.0,6482.0,987.0,5.1671732522796345,0.0899999999999963,57.63,42.28,0.0,0,1,0,0,1,34.0,34.0
193,1,2.4338,2.4459864864864858,571.0,35.0,11032000.0,0.06129597197898424,42.7,51.15,0,58,1,89.72,0,1,0,0,103.0,13535.0,1402.0,3.9942938659058487,0.3200000000000003,57.14,42.54,0.0,0,1,0,0,1,37.0,34.0
194,0,1.521624324324325,1.2581297297297305,369.0,62.0,24079290.0,0.16802168021680217,56.85,41.31,0,54,1,182.12,1,0,0,0,72.0,12582.0,2366.0,37.912087912087905,0.10999999999999588,69.9,29.99,0.0,0,0,1,0,0,31.0,31.0
