,locked_on_date,bdidx_avgdiff_holiday,bdidx_avgdiff_date,popHR18_all,case_on_date,gdp2018,case_per_10k,second_ind,third_ind,sub_prov_ct,age_feb20,tenure,prov_leader_rank,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,num_hospital_total,num_doctors_total,num_firm_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,is_STEM_major,is_BA,is_MA,is_PhD,is_female,rule_in_native_prov,party_age,work_age
195,0,0.8998216216216209,1.005213513513512,300.0,0.0,2048113.0,0.0,49.51,34.22,0,56,1,182.12,1,0,0,0,22.0,4397.0,943.0,10.498409331919406,0.21999999999999886,42.44,57.34,0.0,0,1,0,0,1,34.0,34.0
196,0,1.36812972972973,1.5521864864864852,537.0,22.0,11480260.0,0.040968342644320296,45.75,47.05,0,48,1,66.1,0,1,0,0,90.0,11738.0,971.0,3.707518022657055,0.15000000000000568,43.8,56.05,0.0,0,0,1,0,0,29.0,26.0
197,0,1.6031378378378376,2.0234378378378386,370.0,17.0,4703359.0,0.04594594594594595,45.79,40.81,0,53,1,66.1,0,1,0,0,72.0,6546.0,521.0,4.414587332053743,0.0,50.14,49.86,0.0,0,1,0,0,0,29.0,31.0
198,0,2.5564162162162165,2.581210810810813,175.0,46.0,1654705.0,0.26285714285714284,45.33,50.28,0,56,1,31.47,0,0,1,0,68.0,4368.0,171.0,4.093567251461988,25.8,29.03,45.17,0.0,0,1,0,0,1,29.0,31.0
199,0,2.1170513513513503,1.6345108108108108,356.0,45.0,11254564.0,0.12640449438202248,45.48,51.88,0,53,1,66.3,1,0,0,0,75.0,11392.0,5394.0,18.594734890619208,0.05000000000000426,63.55,36.4,0.0,0,1,0,0,0,34.0,29.0
200,0,1.8622702702702696,1.8034891891891889,269.0,17.0,3261953.0,0.06319702602230483,36.27,57.92,0,47,1,66.3,1,0,0,0,54.0,7913.0,849.0,3.2979976442873973,0.3400000000000034,21.83,77.83,0.0,0,1,0,0,0,24.0,21.0
201,0,1.4935270270270262,1.5512405405405394,280.0,6.0,3238217.0,0.02142857142857143,40.49,47.81,0,57,1,36.14,0,1,0,0,46.0,5344.0,1439.0,3.1966643502432244,1.1300000000000026,39.32,59.55,0.0,0,1,0,0,1,37.0,38.0
202,0,1.3581405405405411,1.3288189189189177,109.0,16.0,8425681.0,0.14678899082568808,65.1,33.42,0,56,1,66.1,0,1,0,0,24.0,3966.0,324.0,1.851851851851852,1.1199999999999974,52.43,46.45,0.0,0,1,0,0,0,34.0,38.0
203,0,1.2667189189189187,1.793021621621623,465.0,30.0,3485615.0,0.06451612903225806,44.92,43.63,0,56,1,66.1,0,1,0,0,67.0,3952.0,509.0,2.161100196463654,1.029999999999994,53.63,45.34,0.0,0,0,1,0,0,33.0,32.0
204,1,1.3730864864864871,1.4154270270270282,296.0,12.0,5623240.0,0.04054054054054054,48.96,48.48,0,56,1,60.3,0,0,1,0,77.0,6111.0,294.0,15.646258503401361,3.629999999999996,33.12,63.25,1.0,0,0,1,0,1,30.0,36.0
206,1,1.8640351351351352,1.5036351351351354,898.0,346.0,215031516.0,0.38530066815144765,27.97,70.94,1,54,1,182.12,1,0,0,0,243.0,49747.0,4664.0,29.78130360205832,0.060000000000002274,32.6,67.34,1.0,0,0,1,0,0,35.0,31.0
207,1,1.5264567567567542,1.5348567567567548,148.0,3.0,5590042.0,0.02027027027027027,47.92,48.85,0,54,1,60.3,0,0,1,0,42.0,3966.0,179.0,12.290502793296087,0.35999999999999943,50.19,49.45,0.0,0,1,0,0,1,33.0,31.0
208,1,1.4895810810810826,1.5473918918918912,277.0,12.0,3600729.0,0.04332129963898917,47.79,47.29,0,54,1,60.3,0,0,1,0,75.0,4780.0,235.0,4.25531914893617,1.009999999999998,39.61,59.38,0.0,0,1,0,0,1,34.0,31.0
210,0,2.6554810810810805,2.762194594594594,170.0,19.0,3880451.0,0.11176470588235295,61.3,35.68,0,56,1,55.64,0,0,1,0,43.0,3845.0,484.0,1.0330578512396695,0.049999999999997165,66.25,33.7,0.0,0,1,0,0,1,35.0,38.0
211,0,0.9702108108108116,1.1499783783783797,550.0,16.0,4191338.0,0.02909090909090909,42.88,44.5,0,54,1,182.12,1,0,0,0,42.0,9548.0,461.0,10.629067245119305,0.12000000000000455,37.48,62.4,1.0,0,0,1,0,0,34.0,28.0
212,1,1.1231108108108103,1.1058243243243262,211.0,0.0,8137748.0,0.0,57.98,40.5,0,55,1,60.3,0,0,1,0,58.0,5656.0,242.0,10.330578512396695,1.7100000000000009,50.58,47.71,0.0,1,0,0,0,1,22.0,36.0
213,1,2.3398243243243253,2.3964513513513506,418.0,24.0,11571249.0,0.05741626794258373,53.27,39.91,0,59,1,89.72,0,1,0,0,78.0,9536.0,1264.0,4.272151898734177,0.10000000000000142,56.24,43.66,0.0,0,1,0,0,1,34.0,42.0
215,0,2.2191756756756766,2.1717351351351355,394.0,15.0,8190902.0,0.03807106598984772,44.14,48.63,0,56,1,89.72,0,1,0,0,110.0,9695.0,1259.0,3.256552819698173,0.010000000000005116,60.23,39.76,0.0,0,1,0,0,1,34.0,37.0
216,0,1.1868027027027015,1.4986972972972958,804.0,14.0,13968211.0,0.017412935323383085,49.83,39.53,0,51,1,182.12,1,0,0,0,71.0,13362.0,1026.0,6.042884990253412,1.4699999999999989,46.79,51.74,1.0,0,0,1,0,1,21.0,29.0
217,1,1.9601027027027007,1.7400459459459463,803.0,60.0,84991300.0,0.074719800747198,40.03,58.16,1,56,1,89.72,0,1,0,0,410.0,30867.0,3569.0,29.05575791538245,0.07000000000000027,51.27,48.66,0.0,0,0,1,0,0,33.0,36.0
218,0,1.8304405405405428,1.7885378378378376,505.0,37.0,19948100.0,0.07326732673267326,50.51,46.15,0,56,0,39.66,0,0,1,0,71.0,11600.0,2992.0,10.327540106951874,0.15000000000000213,77.61,22.24,0.0,0,0,1,0,0,29.0,35.0
219,0,1.8374540540540552,1.821621621621624,446.0,19.0,11166091.0,0.042600896860986545,51.8,40.39,0,53,0,182.12,1,0,0,0,54.0,7620.0,1163.0,21.324161650902838,0.21999999999999886,49.6,50.18,0.0,0,0,1,0,0,25.0,29.0
220,0,1.936697297297297,1.4062594594594588,170.0,66.0,36327000.0,0.38823529411764707,49.0,49.3,0,54,0,182.12,1,0,0,0,59.0,8115.0,3211.0,28.340080971659923,-3.552713678800501e-15,74.48,25.52,0.0,0,1,0,0,1,29.0,31.0
221,0,1.3824621621621622,1.3969567567567551,120.0,0.0,3546055.0,0.0,52.94,42.0,0,50,0,44.12,0,0,1,0,36.0,3568.0,360.0,4.166666666666666,11.47,34.83,53.7,0.0,0,1,0,0,1,27.0,29.0
222,0,2.458981081081081,2.441621621621621,235.0,15.0,4561525.0,0.06382978723404255,25.78,67.91,0,51,0,31.47,0,0,1,0,92.0,5694.0,288.0,3.8194444444444446,11.939999999999998,21.65,66.41,0.0,0,1,0,0,0,28.0,32.0
223,0,2.156543243243242,2.2244648648648653,561.0,66.0,22359500.0,0.11764705882352941,43.9,47.65,0,48,0,39.66,0,0,1,0,59.0,12700.0,2175.0,8.735632183908045,0.6799999999999997,63.42,35.9,0.0,0,0,1,1,1,27.0,25.0
224,0,2.0902243243243235,1.748175675675676,604.0,146.0,16240361.0,0.24172185430463577,44.27,52.53,0,49,0,66.3,1,0,0,0,111.0,17235.0,3760.0,4.042553191489361,0.049999999999993605,68.68,31.27,1.0,0,0,1,0,0,28.0,29.0
225,0,1.4154783783783782,1.6228783783783782,171.0,29.0,8813428.0,0.1695906432748538,63.67,34.6,0,49,0,36.14,0,1,0,0,28.0,3337.0,540.0,3.888888888888889,1.93,55.97,42.1,1.0,0,1,0,0,0,28.0,24.0
226,0,1.3312918918918908,1.3310648648648642,355.0,56.0,16647596.0,0.15774647887323945,54.18,40.26,0,53,0,35.3,0,1,0,0,47.0,5376.0,1221.0,14.496314496314495,0.14999999999999858,69.39,30.46,0.0,0,1,0,0,0,33.0,34.0
227,0,2.2623783783783784,2.320683783783781,595.0,37.0,8957000.0,0.06218487394957983,49.7,45.53,0,53,0,89.72,0,1,0,0,104.0,13010.0,3047.0,2.756809977026584,0.14000000000000054,45.5,54.36,0.0,0,1,0,0,0,26.0,32.0
228,0,2.020881081081081,2.2760486486486475,567.0,156.0,13125986.0,0.2751322751322751,38.93,57.84,0,58,0,35.3,1,0,0,0,242.0,15306.0,1188.0,3.2828282828282838,1.8500000000000012,41.74,56.41,0.0,0,1,0,0,0,26.0,32.0
229,0,1.468443243243243,1.8368540540540552,454.0,76.0,4601745.0,0.16740088105726872,52.31,43.83,0,50,0,35.3,1,0,0,0,86.0,9548.0,794.0,1.2594458438287155,0.5,49.17,50.33,0.0,0,0,1,0,0,29.0,26.0
230,0,2.1135405405405407,1.94408108108108,171.0,39.0,13905779.0,0.22807017543859648,18.14,77.37,0,54,0,32.74,0,0,1,0,123.0,12417.0,151.0,24.503311258278146,7.060000000000002,18.95,73.99,1.0,0,1,0,0,0,26.0,31.0
231,0,1.5811432432432428,1.6663972972972965,388.0,18.0,6709721.0,0.04639175257731959,49.48,42.57,0,49,0,66.1,0,1,0,0,85.0,8953.0,1374.0,2.9112081513828234,0.060000000000002274,49.8,50.14,0.0,0,1,0,0,0,20.0,27.0
232,0,1.0630135135135137,1.2406513513513526,253.0,7.0,1478000.0,0.02766798418972332,43.3,47.06,0,51,0,43.47,0,0,1,0,180.0,4362.0,250.0,0.0,0.9499999999999956,42.84,56.21,0.0,1,0,0,1,0,29.0,29.0
233,0,1.0555459459459469,1.0567513513513518,46.0,1.0,1564325.0,0.021739130434782608,61.42,35.99,0,52,0,31.0,0,0,1,0,13.0,1385.0,94.0,0.0,2.5500000000000043,64.71,32.74,1.0,1,0,0,1,0,27.0,29.0
234,0,2.3880297297297304,2.444137837837838,790.0,23.0,3706907.0,0.02911392405063291,35.77,63.18,0,52,0,31.22,0,1,0,0,177.0,17533.0,1343.0,2.8294862248696946,0.1699999999999875,28.46,71.37,0.0,1,0,0,0,0,31.0,29.0
235,0,2.295043243243243,2.432889189189188,513.0,19.0,2461333.0,0.037037037037037035,28.61,65.39,0,47,0,31.47,0,0,1,0,269.0,11583.0,456.0,3.2894736842105265,0.5600000000000023,31.78,67.66,0.0,0,0,1,0,0,25.0,24.0
236,1,1.8602810810810824,1.9489648648648648,316.0,7.0,4201300.0,0.022151898734177215,34.29,52.52,0,56,0,35.79,0,0,1,0,81.0,7114.0,206.0,5.339805825242718,20.30000000000001,21.54,58.16,0.0,1,0,0,0,1,30.0,39.0
238,1,1.2716648648648643,1.261335135135135,235.0,7.0,2298381.0,0.029787234042553193,31.58,64.6,0,55,0,60.3,0,0,1,0,44.0,5659.0,345.0,11.594202898550725,0.7899999999999922,35.37,63.84,1.0,0,1,0,0,0,31.0,30.0
239,1,1.4479648648648635,1.501432432432432,186.0,8.0,1849479.0,0.043010752688172046,38.33,60.13,0,53,0,60.3,0,0,1,0,55.0,4547.0,211.0,7.109004739336492,1.9399999999999975,33.93,64.13,0.0,0,1,0,0,0,23.0,29.0
240,1,2.164832432432432,1.7799378378378392,493.0,55.0,54652800.0,0.11156186612576065,41.33,57.86,0,57,0,39.66,0,0,1,0,166.0,19610.0,5258.0,22.42297451502473,0.060000000000002274,64.25,35.69,0.0,0,1,0,0,0,33.0,40.0
241,1,2.3551837837837852,2.018808108108109,379.0,51.0,57722100.0,0.1345646437994723,46.36,51.8,0,52,0,39.66,0,0,1,0,67.0,13100.0,4240.0,17.523584905660382,0.11999999999999746,60.38,39.5,0.0,0,0,1,0,0,27.0,30.0
242,1,1.7162729729729742,1.5907648648648658,764.0,40.0,28626300.0,0.05235602094240838,45.61,52.25,0,56,0,39.66,0,0,1,0,222.0,18800.0,5131.0,19.918144611186907,0.23000000000000045,81.89,17.88,0.0,0,1,0,0,1,32.0,38.0
243,1,1.9253297297297287,1.8311837837837843,460.0,23.0,32484000.0,0.05,47.92,49.13,0,54,0,39.66,0,0,1,0,69.0,10900.0,2858.0,12.246326102169348,0.039999999999992035,74.04,25.92,0.0,0,1,0,0,1,31.0,34.0
245,1,1.6703243243243242,1.5778135135135138,298.0,10.0,10146857.0,0.03355704697986577,35.33,58.37,0,57,0,31.22,0,1,0,0,71.0,9448.0,361.0,18.282548476454295,0.1600000000000108,32.07,67.77,0.0,0,1,0,0,1,35.0,38.0
246,1,1.5563891891891881,1.4592081081081076,304.0,16.0,14150500.0,0.05263157894736842,50.06,44.28,0,52,0,89.72,0,1,0,0,53.0,6200.0,735.0,10.068027210884352,0.1700000000000017,49.48,50.35,1.0,0,1,0,1,1,31.0,30.0
247,0,1.7765621621621617,1.4562054054054052,231.0,35.0,43517181.0,0.15151515151515152,41.64,57.82,1,56,0,35.3,0,1,0,0,51.0,12705.0,1894.0,36.272439281942965,0.10999999999999943,62.43,37.46,0.0,0,0,1,0,0,34.0,33.0
248,0,2.196224324324324,2.230040540540541,640.0,38.0,5731900.0,0.059375,45.05,44.53,0,47,0,89.72,0,1,0,0,148.0,12797.0,2325.0,1.6774193548387095,0.0799999999999983,39.95,59.97,0.0,0,0,1,0,1,26.0,21.0
249,0,1.1843756756756756,1.7328648648648652,642.0,44.0,4708548.0,0.06853582554517133,39.58,47.1,0,51,0,35.3,1,0,0,0,128.0,12477.0,955.0,5.968586387434557,0.8900000000000006,33.72,65.39,0.0,0,0,1,0,1,32.0,28.0
250,0,1.1185729729729728,1.264516216216217,288.0,14.0,4532584.0,0.04861111111111111,54.36,42.67,0,57,0,35.3,0,1,0,0,46.0,5439.0,1770.0,4.23728813559322,1.5399999999999991,35.39,63.07,0.0,0,1,0,0,1,35.0,38.0
251,0,0.9826405405405412,0.9502378378378382,514.0,20.0,8148209.0,0.038910505836575876,45.47,52.78,0,55,0,35.3,0,1,0,0,76.0,10356.0,2254.0,21.20674356699201,3.1300000000000026,57.01,39.86,1.0,0,0,1,0,0,32.0,29.0
252,0,2.106454054054054,2.193556756756757,556.0,15.0,3705194.0,0.02697841726618705,46.02,43.82,0,53,0,43.47,0,0,1,0,155.0,9605.0,573.0,2.094240837696335,1.3100000000000025,39.62,59.07,1.0,0,0,1,0,0,23.0,28.0
253,0,2.1333756756756745,2.0351729729729735,332.0,37.0,2698240.0,0.11144578313253012,31.95,60.09,0,57,0,31.47,0,0,1,0,106.0,7129.0,567.0,4.232804232804233,0.3200000000000003,39.96,59.72,1.0,0,1,0,0,1,31.0,36.0
254,1,1.1308864864864885,1.2079891891891887,294.0,7.0,1295727.0,0.023809523809523808,32.64,64.1,0,55,0,60.3,0,0,1,0,153.0,5700.0,228.0,8.771929824561402,7.019999999999996,37.03,55.95,1.0,1,0,0,0,1,34.0,32.0
255,0,1.892932432432434,1.7480567567567569,749.0,45.0,51428765.0,0.06008010680907877,53.35,45.32,1,57,0,44.12,0,0,1,0,162.0,21119.0,1641.0,10.176721511273612,0.9299999999999996,45.21,53.86,0.0,0,0,1,0,0,35.0,36.0
256,0,1.211664864864865,1.3101135135135138,275.0,2.0,3913200.0,0.007272727272727273,43.61,53.75,0,51,0,44.12,0,0,1,0,51.0,5681.0,591.0,1.5228426395939088,7.8799999999999955,42.2,49.92,0.0,0,1,0,0,1,29.0,30.0
257,0,0.8950864864864867,0.7689135135135139,565.0,25.0,23315759.0,0.04424778761061947,50.4,45.16,0,54,0,182.12,1,0,0,0,44.0,9741.0,1988.0,10.814889336016094,0.09000000000000341,58.4,41.51,1.0,0,0,1,0,0,28.0,35.0
258,0,0.7024945945945946,0.5753945945945937,276.0,5.0,8045515.0,0.018115942028985508,52.79,44.48,0,55,0,182.12,1,0,0,0,31.0,4600.0,923.0,14.517876489707474,0.07000000000000027,56.25,43.68,0.0,0,0,1,0,0,33.0,31.0
259,0,2.510243243243244,3.0015162162162152,1070.0,155.0,5431259.0,0.14485981308411214,35.23,53.08,0,57,0,36.14,0,1,0,0,115.0,13915.0,1752.0,1.0273972602739725,0.5099999999999909,30.2,69.29,0.0,0,1,0,0,0,34.0,30.0
260,1,2.8753108108108094,2.603524324324324,842.0,157.0,53849953.0,0.18646080760095013,39.33,60.18,0,55,0,55.64,0,0,1,0,219.0,38049.0,2845.0,3.5149384885764503,0.10999999999999943,52.39,47.5,1.0,1,0,0,0,0,33.0,36.0
261,0,2.1156540540540547,2.308351351351353,1019.0,18.0,7708513.0,0.017664376840039256,48.59,43.97,0,55,0,89.72,0,1,0,0,233.0,21360.0,3455.0,1.7366136034732274,0.10999999999999943,33.87,66.02,0.0,0,1,0,0,0,32.0,31.0
262,0,0.9789567567567574,1.4191891891891912,349.0,4.0,4848100.0,0.011461318051575931,57.45,32.35,0,56,0,66.1,0,1,0,0,43.0,5145.0,323.0,3.7151702786377703,0.15000000000000568,41.98,57.87,0.0,1,0,0,0,1,34.0,38.0
263,0,1.0634837837837852,1.2969945945945955,301.0,4.0,4488895.0,0.013289036544850499,38.83,48.59,0,58,0,35.3,0,1,0,0,73.0,3743.0,368.0,1.6304347826086956,0.5499999999999972,35.45,64.0,0.0,0,1,0,0,1,34.0,36.0
264,0,1.6190135135135135,1.6594324324324332,217.0,6.0,1890231.0,0.027649769585253458,42.04,56.38,0,54,0,44.12,0,0,1,0,66.0,6007.0,551.0,3.0852994555353903,1.8500000000000012,36.8,61.35,0.0,0,1,0,0,1,33.0,31.0
265,0,2.082948648648649,1.9656621621621624,433.0,30.0,36697027.0,0.06928406466512702,51.99,46.08,0,50,0,89.72,0,1,0,0,157.0,14452.0,2624.0,5.525914634146342,0.0899999999999963,64.53,35.38,0.0,0,0,1,0,1,27.0,29.0
266,0,1.0604405405405393,1.3211783783783764,805.0,32.0,11193200.0,0.03975155279503106,41.4,49.01,0,52,0,35.3,0,1,0,0,193.0,14432.0,1050.0,1.4285714285714286,0.18000000000000682,28.66,71.16,0.0,0,0,1,0,0,29.0,33.0
267,1,2.549013513513513,2.3114702702702727,243.0,7.0,21851700.0,0.02880658436213992,24.81,74.14,0,55,0,35.79,0,0,1,0,108.0,10225.0,232.0,8.620689655172415,0.7800000000000011,25.91,73.31,0.0,0,0,1,1,0,27.0,34.0
268,0,2.742091891891892,2.5175783783783787,906.0,120.0,71920980.0,0.13245033112582782,35.15,61.83,1,56,0,43.47,0,0,1,0,329.0,30820.0,1434.0,8.507670850767084,0.10000000000000142,37.23,62.67,0.0,1,0,0,0,0,36.0,37.0
269,1,2.385202702702704,1.8900054054054047,691.0,87.0,81945100.0,0.12590448625180897,47.3,51.7,0,56,0,39.66,0,0,1,0,193.0,30300.0,9840.0,41.77845528455285,0.010000000000001565,73.0,26.99,1.0,0,0,1,0,0,35.0,34.0
270,0,2.126381081081081,2.1939054054054044,161.0,14.0,349527.0,0.08695652173913043,30.49,65.67,0,56,0,31.47,0,0,1,0,63.0,4030.0,111.0,5.405405405405406,19.94,14.92,65.14,0.0,1,0,0,0,1,37.0,40.0
271,0,0.7063108108108103,0.7224513513513506,363.0,5.0,2241362.0,0.013774104683195593,44.83,42.6,0,44,0,182.12,1,0,0,0,33.0,5153.0,237.0,24.05063291139241,0.6000000000000014,53.73,45.67,1.0,1,0,0,0,0,23.0,23.0
272,0,0.9088567567567556,1.2098351351351346,324.0,9.0,8484280.0,0.027777777777777776,51.54,42.08,0,50,0,66.1,0,1,0,0,68.0,4531.0,534.0,2.0599250936329585,0.3100000000000023,43.83,55.86,0.0,0,1,0,0,0,29.0,28.0
273,0,1.9889513513513508,2.0099567567567567,433.0,2.0,2829721.0,0.004618937644341801,21.86,75.26,0,57,0,31.47,0,0,1,0,189.0,11043.0,380.0,3.4210526315789487,0.9200000000000016,33.72,65.36,1.0,0,1,0,0,1,35.0,34.0
274,1,1.9186270270270256,1.8382297297297283,755.0,58.0,32053543.0,0.07682119205298013,62.1,33.63,0,56,0,31.22,0,1,0,0,173.0,18690.0,1630.0,5.398773006134969,2.1700000000000017,42.58,55.25,0.0,0,1,0,0,0,35.0,35.0
275,0,1.7702081081081091,1.5562891891891897,271.0,12.0,18786919.0,0.04428044280442804,46.57,51.85,0,56,2,39.66,0,0,1,0,50.0,8100.0,2046.0,19.110459433040077,0.18999999999999773,54.92,44.89,0.0,1,0,0,0,1,27.0,33.0
276,0,1.1751027027027028,1.2781135135135155,316.0,6.0,10326594.0,0.0189873417721519,52.76,40.89,0,58,1,35.3,0,1,0,0,47.0,5995.0,1186.0,8.431703204047219,1.2199999999999989,39.88,58.9,0.0,1,0,0,0,0,36.0,37.0
277,0,0.9618081081081088,1.3742378378378373,800.0,48.0,9082292.0,0.06,46.11,51.91,0,51,2,35.3,1,0,0,0,127.0,17760.0,1098.0,3.0054644808743167,0.24000000000000196,44.94,54.82,0.0,0,0,1,0,0,28.0,29.0
279,0,1.8573243243243245,1.8253486486486472,132.0,4.0,4440648.0,0.030303030303030304,42.49,57.06,0,57,2,31.47,0,0,1,0,49.0,3893.0,132.0,5.303030303030303,0.12000000000000455,62.37,37.51,0.0,0,1,0,0,1,29.0,29.0
280,0,1.7156729729729738,1.7300675675675663,308.0,7.0,1383021.0,0.022727272727272728,31.45,61.18,0,55,4,31.47,0,0,1,0,112.0,5923.0,349.0,0.8595988538681949,0.9600000000000078,27.04,72.0,0.0,0,1,0,0,1,39.0,42.0
281,1,2.213794594594595,2.0864675675675683,525.0,230.0,36408753.0,0.4380952380952381,50.04,48.25,0,56,3,32.02,0,1,0,0,118.0,14143.0,1473.0,9.504412763068569,0.2999999999999972,59.03,40.67,0.0,0,1,0,0,1,34.0,34.0
282,1,1.7534324324324322,1.5930783783783786,644.0,47.0,63890455.0,0.07298136645962733,33.83,63.31,1,57,1,89.72,0,1,0,0,238.0,29035.0,2051.0,7.11847879083374,0.03999999999999915,41.12,58.84,0.0,0,0,1,0,1,35.0,35.0
283,0,1.920135135135134,1.7280513513513518,256.0,38.0,17730689.0,0.1484375,47.52,46.77,0,58,1,89.72,0,1,0,0,50.0,8097.0,1847.0,23.226854358419057,0.11999999999999035,64.93,34.95,1.0,0,0,1,0,1,39.0,35.0
284,1,2.2763621621621604,2.2187648648648644,1162.0,49.0,18035241.0,0.04216867469879518,51.46,46.7,0,57,2,89.72,0,1,0,0,188.0,21287.0,4074.0,4.639175257731959,0.2399999999999949,49.81,49.95,1.0,0,1,0,0,1,36.0,34.0
285,0,0.4930000000000003,0.4760486486486486,703.0,8.0,9403706.0,0.011379800853485065,59.77,35.49,0,52,0,182.12,1,0,0,0,50.0,10172.0,1956.0,8.1799591002045,0.4899999999999949,54.34,45.17,0.0,0,1,0,0,0,35.0,35.0
286,0,2.4367054054054056,2.3936810810810814,1199.0,32.0,13573495.0,0.026688907422852376,49.05,45.38,0,60,6,31.22,0,1,0,0,365.0,28300.0,1828.0,4.485776805251642,0.13000000000000256,38.83,61.04,0.0,0,1,0,0,1,36.0,36.0
287,0,1.683037837837837,1.753645945945946,320.0,15.0,1613303.0,0.046875,52.11,45.02,0,54,1,44.12,0,0,1,0,63.0,7178.0,601.0,2.9950083194675536,3.5900000000000034,21.89,74.52,0.0,0,1,0,0,1,24.0,34.0
288,1,2.3983189189189176,2.249189189189189,743.0,174.0,48124819.0,0.23418573351278602,47.33,52.35,0,59,3,36.14,0,1,0,0,172.0,20964.0,2257.0,7.6207354895879496,0.07000000000000027,56.9,43.03,0.0,0,1,0,0,1,34.0,37.0
289,0,2.77515945945946,2.8508216216216216,79.0,17.0,1757953.0,0.21518987341772153,41.54,49.66,0,55,1,31.47,0,0,1,0,27.0,1789.0,83.0,1.2048192771084338,4.660000000000005,50.76,44.58,1.0,0,0,1,0,1,34.0,32.0
290,0,2.1300783783783785,2.130635135135135,255.0,14.0,3589212.0,0.054901960784313725,35.17,60.46,0,53,1,31.47,0,0,1,0,79.0,7797.0,460.0,1.5217391304347827,15.370000000000005,19.61,65.02,0.0,0,1,0,0,0,31.0,31.0
291,0,0.9346513513513512,0.9559270270270276,219.0,14.0,7255575.0,0.0639269406392694,63.54,32.14,0,53,1,30.69,0,1,0,0,72.0,5889.0,434.0,3.9170506912442393,0.730000000000004,48.19,51.08,0.0,0,0,1,0,1,34.0,31.0
292,1,2.4597810810810805,2.8028945945945942,602.0,106.0,2850981.0,0.1760797342192691,37.67,51.24,0,57,2,32.02,0,1,0,0,40.0,8102.0,1542.0,5.058365758754863,0.7899999999999991,50.18,49.03,0.0,1,0,0,0,1,34.0,37.0
293,0,1.4389459459459468,1.6015216216216226,382.0,26.0,4798198.0,0.06806282722513089,50.42,40.58,0,56,3,43.47,0,0,1,0,80.0,6990.0,586.0,1.706484641638225,0.4599999999999938,34.99,64.55,0.0,0,1,0,0,1,35.0,36.0
294,1,1.8389378378378385,1.9024621621621625,272.0,3.0,1534132.0,0.011029411764705883,37.7,59.73,0,54,2,35.79,0,0,1,0,51.0,3942.0,230.0,4.782608695652174,1.5099999999999911,16.01,82.48,0.0,0,0,1,0,1,31.0,39.0
