provincecode,provincename,citycode,ctnm,inaug_time,off_month,birthmonth,name,note,race,time_of_data_entry,rule_in_covid,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,cityCode,cityFullName,cityName,prov,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct
370000,山东省,371100,日照市,2019-12,,1967-4,张惠,,汉族,2020-07-21 17:00:00,True,52,True,-12.0,2020-02-05 00:00:00,0,371100.0,日照市,日照,山东省,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,11.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0
350000,福建省,350200,厦门市,2019-2,,1963-12,胡昌升,,汉族,2020-07-21 17:00:00,True,56,False,,,0,350200.0,厦门市,厦门,福建省,3.0,3.0,4.0,4.0,5.0,6.0,7.0,13.0,17.0,18.0,19.0,20.0,21.0,21.0,23.0,25.0,25.0,28.0,31.0,32.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,1
370000,山东省,371500,聊城市,2019-2,,1972-3,孙爱军,,汉族,2020-07-21 17:00:00,True,47,False,,,0,371500.0,聊城市,聊城,山东省,,1.0,1.0,1.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,15.0,20.0,27.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0
430000,湖南省,431100,永州市,2019-2,,1968-8,严华,,汉族,2020-07-21 17:00:00,True,51,False,,,0,431100.0,永州市,永州,湖南省,4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,26.0,26.0,30.0,32.0,38.0,40.0,40.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,0
350000,福建省,350400,三明市,2019-3,,1962-12,林兴禄,,汉族,2020-07-21 17:00:00,True,57,False,,,0,350400.0,三明市,三明,福建省,0.0,1.0,4.0,4.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0
350000,福建省,350600,漳州市,2019-3,,1964-8,邵玉龙,,汉族,2020-07-21 17:00:00,True,55,False,,,0,350600.0,漳州市,漳州,福建省,0.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0
620000,甘肃省,622900,临夏回族自治州,2019-3,,1964-1,郭鹤立,,汉族,2020-07-21 17:00:00,True,56,False,,,0,622900.0,临夏回族自治州,临夏,甘肃省,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
610000,陕西省,610500,渭南市,2019-4,,1966-4,魏建锋,,汉族,2020-07-21 17:00:00,True,53,False,,,0,610500.0,渭南市,渭南,陕西省,,,,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0
140000,山西省,140700,晋中市,2019-4,,1963-2,赵建平,,汉族,2020-07-21 17:00:00,True,57,False,,,0,140700.0,晋中市,晋中,山西省,,,2.0,2.0,5.0,9.0,9.0,9.0,11.0,13.0,15.0,19.0,21.0,26.0,27.0,30.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,0
210000,辽宁省,211200,铁岭市,2019-4,,1964-10,李士伟,,满族,2020-07-21 17:00:00,True,55,True,-11.0,2020-02-05 00:00:00,0,211200.0,铁岭市,铁岭,辽宁省,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
220000,吉林省,220100,长春市,2019-4,,1962-7,王凯,,汉族,2020-07-21 17:00:00,True,57,False,,,0,220100.0,长春市,长春,吉林省,1.0,1.0,,1.0,1.0,1.0,4.0,4.0,7.0,13.0,17.0,18.0,28.0,29.0,32.0,32.0,37.0,39.0,40.0,42.0,42.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1
220000,吉林省,220700,松原市,2019-4,,1968-11,王子联,,汉族,2020-07-21 17:00:00,True,51,False,,,0,220700.0,松原市,松原,吉林省,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
440000,广东省,440500,汕头市,2019-5,,1965-11,马文田,,汉族,2020-07-21 17:00:00,True,54,False,,,0,440500.0,汕头市,汕头,广东省,,1.0,2.0,2.0,5.0,8.0,12.0,12.0,14.0,15.0,18.0,18.0,20.0,21.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0
440000,广东省,445100,潮州市,2019-5,,1964-5,李雅林,,汉族,2020-07-21 17:00:00,True,55,False,,,0,445100.0,潮州市,潮州,广东省,,,,,,,,,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
340000,安徽省,341200,阜阳市,2019-6,,1962-11,杨光荣,,汉族,2020-07-21 17:00:00,True,57,False,,,0,341200.0,阜阳市,阜阳,安徽省,2.0,7.0,10.0,10.0,21.0,23.0,28.0,38.0,47.0,59.0,65.0,79.0,84.0,95.0,105.0,113.0,118.0,125.0,132.0,138.0,142.0,146.0,150.0,152.0,153.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,0
410000,河南省,410100,郑州市,2019-6,,1964-8,徐立毅,,汉族,2020-07-21 17:00:00,True,55,True,-11.0,2020-02-04 00:00:00,0,410100.0,郑州市,郑州,河南省,3.0,6.0,20.0,29.0,37.0,40.0,46.0,50.0,56.0,65.0,72.0,85.0,92.0,102.0,112.0,120.0,126.0,130.0,132.0,137.0,141.0,142.0,144.0,148.0,151.0,154.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,0
370000,山东省,371700,菏泽市,2019-7,,1964-10,张新文,,汉族,2020-07-21 17:00:00,True,55,False,,,0,371700.0,菏泽市,菏泽,山东省,,1.0,1.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,12.0,13.0,13.0,14.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0
510000,四川省,512000,资阳市,2019-7,,1963-9,廖仁松,,汉族,2020-07-21 17:00:00,True,56,False,,,0,512000.0,资阳市,资阳,四川省,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0
520000,贵州省,520400,安顺市,2019-7,,1961-12,陈训华,,汉族,2020-07-21 17:00:00,True,58,False,,,0,520400.0,安顺市,安顺,贵州省,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
220000,吉林省,220500,通化市,2019-7,,1965-5,高志国,,汉族,2020-07-21 17:00:00,True,54,False,,,0,220500.0,通化市,通化,吉林省,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,0
370000,山东省,370300,淄博市,2019-8,,1969-5,江敦涛,,汉族,2020-07-21 17:00:00,True,50,False,,,0,370300.0,淄博市,淄博,山东省,,,1.0,2.0,2.0,4.0,8.0,9.0,10.0,12.0,12.0,12.0,14.0,14.0,15.0,15.0,16.0,17.0,20.0,20.0,23.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0
520000,贵州省,520300,遵义市,2019-8,,1967-12,魏树旺,,汉族,2020-07-21 17:00:00,True,52,False,,,0,520300.0,遵义市,遵义,贵州省,,,,,,,1.0,4.0,4.0,5.0,8.0,9.0,9.0,11.0,12.0,15.0,15.0,19.0,24.0,25.0,25.0,28.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0
150000,内蒙古自治区,150100,呼和浩特市,2019-8,,1964-6,王莉霞,,蒙古族,2020-07-21 17:00:00,True,55,True,-16.0,2020-02-13 00:00:00,0,150100.0,呼和浩特市,呼和浩特,内蒙古自治区,,,,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
610000,陕西省,610100,西安市,2019-9,,1963-10,王浩,,汉族,2020-07-21 17:00:00,True,56,False,,,0,610100.0,西安市,西安,陕西省,2.0,4.0,8.0,12.0,15.0,18.0,22.0,32.0,39.0,47.0,55.0,60.0,70.0,74.0,80.0,88.0,96.0,98.0,104.0,110.0,114.0,114.0,114.0,114.0,117.0,117.0,118.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,1
320000,江苏省,320500,苏州市,2019-9,,1964-1,蓝绍敏,,汉族,2020-07-21 17:00:00,True,56,True,-13.0,2020-02-06 00:00:00,0,320500.0,苏州市,苏州,江苏省,2.0,3.0,7.0,8.0,12.0,20.0,24.0,32.0,34.0,38.0,44.0,52.0,55.0,60.0,69.0,72.0,75.0,77.0,80.0,84.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,0
230000,黑龙江省,231100,黑河市,2020-1,,1963-7,马里,2020.1.23上任,汉族,2020-07-21 17:00:00,True,56,False,,,0,231100.0,黑河市,黑河,黑龙江省,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,10.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0
440000,广东省,441500,汕尾市,2020-1,,1975-11,张晓强,2020.1.11上任,汉族,2020-07-21 17:00:00,True,44,False,,,0,441500.0,汕尾市,汕尾,广东省,,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
510000,四川省,510300,自贡市,2020-1,,1969-10,范波,2020.1.12上任,汉族,2020-07-21 17:00:00,True,50,False,,,0,510300.0,自贡市,自贡,四川省,,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
140000,山西省,141000,临汾市,2020-1,,1963-1,董一兵,2020.1.9上任,汉族,2020-07-21 17:00:00,True,57,False,,,0,141000.0,临汾市,临汾,山西省,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
130000,河北省,130200,唐山市,2020-1,,1963-4,张古江,2020.1.20上任,汉族,2020-07-21 17:00:00,True,56,True,0.0,2020-01-28 00:00:00,0,130200.0,唐山市,唐山,河北省,,,,,1.0,3.0,3.0,7.0,8.0,11.0,11.0,11.0,12.0,17.0,19.0,23.0,27.0,28.0,31.0,33.0,35.0,43.0,46.0,51.0,51.0,51.0,55.0,56.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0
320000,江苏省,321100,镇江市,2017-3,2020-02-18 00:00:00,1964-2,惠建林,off now ,汉族,,True,56,False,,,2,321100.0,镇江市,镇江,江苏省,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,8.0,9.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
350000,福建省,350800,龙岩市,2018-6,2020-02-27 00:00:00,1961-12,许维泽,off now,汉族,,True,58,False,,,1,350800.0,龙岩市,龙岩,福建省,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0
430000,湖南省,430400,衡阳市,2018-1,2020-02-11 00:00:00,1968-12,郑建新,off now,汉族,,True,51,False,,,2,430400.0,衡阳市,衡阳,湖南省,,3.0,3.0,4.0,7.0,17.0,20.0,25.0,26.0,30.0,32.0,35.0,39.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0
420000,湖北省,420100,武汉市,2018-3,2020-02-13 00:00:00,1963-11,马国强,off now,回族,,True,56,True,1.0,2020-01-23 00:00:00,1,420100.0,武汉市,武汉,湖北省,495.0,572.0,618.0,698.0,1590.0,1905.0,2261.0,2639.0,3215.0,4109.0,5142.0,6384.0,8351.0,10117.0,11618.0,13603.0,14982.0,16902.0,18454.0,19558.0,32994.0,35991.0,37914.0,39462.0,41152.0,42752.0,44412.0,45027.0,45346.0,45660.0,46201.0,46607.0,47071.0,47441.0,47824.0,48137.0,48557.0,1
650000,新疆维吾尔自治区,654000,伊犁哈萨克自治州,2017-11,2020-03-01 00:00:00,1964-1,赵天杰,off now,汉族,,True,56,False,,,2,654000.0,伊犁哈萨克自治州,伊犁州,新疆维吾尔自治区,,,1.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,12.0,14.0,14.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0
140000,山西省,140300,阳泉市,2018-1,2020-03-01 00:00:00,1962-11,关建勋,off now,汉族,,True,57,False,,,2,140300.0,阳泉市,阳泉,山西省,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
140000,山西省,140900,忻州市,2015-8,2020-03-01 00:00:00,1964-4,李俊明,off now,汉族,,True,55,False,,,4,140900.0,忻州市,忻州,山西省,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
360000,江西省,360100,南昌市,2016-11,2020-03-01 00:00:00,1963-8,殷美根,off now,汉族,,True,56,True,-12.0,2020-02-05 00:00:00,3,360100.0,南昌市,南昌,江西省,2.0,3.0,4.0,8.0,17.0,25.0,46.0,67.0,83.0,89.0,103.0,121.0,134.0,149.0,162.0,168.0,179.0,189.0,195.0,204.0,210.0,217.0,222.0,227.0,228.0,229.0,230.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,230.0,230.0,0
370000,山东省,370100,济南市,2018-5,2020-02-01 00:00:00,1962-8,王忠林,off now,汉族,,True,57,True,-12.0,2020-02-05 00:00:00,1,370100.0,济南市,济南,山东省,2.0,3.0,5.0,7.0,10.0,11.0,14.0,16.0,18.0,19.0,22.0,25.0,29.0,34.0,41.0,42.0,43.0,44.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,1
370000,山东省,371000,威海市,2018-11,2020-04-01 00:00:00,1961-11,王鲁明,off now ,汉族,,True,58,False,,,1,371000.0,威海市,威海,山东省,2.0,3.0,4.0,9.0,10.0,12.0,14.0,19.0,24.0,24.0,25.0,25.0,27.0,29.0,31.0,33.0,34.0,35.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0
370000,山东省,371300,临沂市,2017-8,2020-02-01 00:00:00,1962-10,王玉君,off now ,汉族,,True,57,True,-11.0,2020-02-04 00:00:00,2,371300.0,临沂市,临沂,山东省,2.0,3.0,7.0,7.0,8.0,16.0,16.0,23.0,23.0,24.0,25.0,28.0,30.0,32.0,35.0,40.0,40.0,42.0,44.0,45.0,45.0,47.0,47.0,47.0,47.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0
440000,广东省,445200,揭阳市,2019-5,2020-05-01 00:00:00,1967-12,叶牛平,off now ,汉族,,True,52,False,,,0,445200.0,揭阳市,揭阳,广东省,,,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
650000,新疆维吾尔自治区,652700,博尔塔拉蒙古自治州,2015-12,2020-03-01 00:00:00,1961-1,邱树华,女 off now,汉族,,True,59,False,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130000,河北省,130600,保定市,2013-2,2020-05-01 00:00:00,1959-11,聂瑞平,,汉族,,True,60,False,,,6,130600.0,保定市,保定,河北省,,1.0,3.0,3.0,3.0,6.0,7.0,11.0,11.0,13.0,13.0,13.0,17.0,17.0,18.0,18.0,21.0,26.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0
220000,吉林省,220300,四平市,2018-3,2020-04-01 00:00:00,1965-2,韩福春,,汉族,,True,54,False,,,1,220300.0,四平市,四平,吉林省,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,8.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0
220000,吉林省,222400,延边朝鲜族自治州,2017-6,2020-03-01 00:00:00,1961-3,姜治莹,,汉族,,True,58,False,,,2,222400.0,延边朝鲜族自治州,延边,吉林省,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
340000,安徽省,340100,合肥市,2016-11,2020-05-01 00:00:00,1960-3,宋国权,,汉族,,True,59,True,-12.0,2020-02-05 00:00:00,3,340100.0,合肥市,合肥,安徽省,6.0,10.0,13.0,13.0,16.0,29.0,39.0,50.0,59.0,59.0,75.0,81.0,93.0,104.0,115.0,128.0,136.0,147.0,150.0,157.0,161.0,166.0,168.0,169.0,171.0,173.0,173.0,173.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,0
230000,黑龙江省,230900,七台河市,2018-12,2020-05-01 00:00:00,1965-1,杨廷双,,汉族,,True,55,False,,,1,230900.0,七台河市,七台河,黑龙江省,,,,1.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,13.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0
230000,黑龙江省,231000,牡丹江市,2018-2,2020-06-01 00:00:00,1966-9,马志勇,,汉族,,True,53,False,,,1,231000.0,牡丹江市,牡丹江,黑龙江省,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0
530000,云南省,530400,玉溪市,2018-8,2020-06-01 00:00:00,1966-12,罗应光,,拉祜族,,True,53,False,,,1,530400.0,玉溪市,玉溪,云南省,,1.0,1.0,1.0,5.0,5.0,6.0,6.0,7.0,11.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0
360000,江西省,360900,宜春市,2017-6,2020-06-01 00:00:00,1962-2,颜赣辉,,汉族,,True,57,True,-12.0,2020-02-06 00:00:00,2,360900.0,宜春市,宜春,江西省,,1.0,5.0,6.0,10.0,14.0,14.0,26.0,29.0,31.0,36.0,45.0,48.0,54.0,62.0,67.0,74.0,77.0,83.0,88.0,95.0,101.0,102.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,0
610000,陕西省,610700,汉中市,2017-1,2020-07-01 00:00:00,1963-7,王建军,,汉族,,True,56,False,,,3,610700.0,汉中市,汉中,陕西省,,,1.0,3.0,4.0,6.0,6.0,11.0,13.0,15.0,15.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0
150000,内蒙古自治区,150900,乌兰察布市,2017-5,2020-07-01 00:00:00,1965-5,杜学军,,蒙古族,,True,54,True,-13.0,2020-02-13 00:00:00,2,150900.0,乌兰察布市,乌兰察布,内蒙古自治区,,,,,,,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
420000,湖北省,420800,荆门市,2017-11,2020-07-01 00:00:00,1962-9,张爱国,,汉族,,True,57,True,0.0,2020-01-24 00:00:00,2,420800.0,荆门市,荆门,湖北省,8.0,21.0,38.0,90.0,114.0,142.0,191.0,227.0,251.0,329.0,345.0,400.0,422.0,508.0,553.0,588.0,663.0,641.0,656.0,696.0,927.0,901.0,902.0,909.0,915.0,900.0,901.0,794.0,800.0,914.0,918.0,920.0,920.0,922.0,923.0,924.0,924.0,0
